瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10)
114,盔林,2017-01-01,1.6,,
114,盔林,2017-01-02,3.7,,
114,盔林,2017-01-03,1.4,,
114,盔林,2017-01-04,2.5,,
114,盔林,2017-01-05,3.0,,
114,盔林,2017-01-06,3.9,,
114,盔林,2017-01-07,2.5,,
114,盔林,2017-01-08,6.3,,
114,盔林,2017-01-09,3.7,,
114,盔林,2017-01-10,-1.5,,
114,盔林,2017-01-11,-3.4,,
114,盔林,2017-01-12,-0.7,,
114,盔林,2017-01-13,-4.8,,
114,盔林,2017-01-14,-7.4,,
114,盔林,2017-01-15,-8.0,,
114,盔林,2017-01-16,-5.7,,
114,盔林,2017-01-17,-3.8,,
114,盔林,2017-01-18,-2.0,,
114,盔林,2017-01-19,-1.7,,
114,盔林,2017-01-20,-3.7,,
114,盔林,2017-01-21,-5.8,,
114,盔林,2017-01-22,-6.4,,
114,盔林,2017-01-23,-9.2,,
114,盔林,2017-01-24,-8.9,,
114,盔林,2017-01-25,-7.5,,
114,盔林,2017-01-26,-4.9,,
114,盔林,2017-01-27,-0.7,,
114,盔林,2017-01-28,-2.7,,
114,盔林,2017-01-29,0.5,,
114,盔林,2017-01-30,-3.1,,
114,盔林,2017-01-31,-6.5,,
114,盔林,2017-02-01,-4.3,,
114,盔林,2017-02-02,-4.0,,
114,盔林,2017-02-03,-0.1,,
114,盔林,2017-02-04,-0.2,,
114,盔林,2017-02-05,1.9,,
114,盔林,2017-02-06,-0.7,,
114,盔林,2017-02-07,-2.2,,
114,盔林,2017-02-08,-1.3,,
114,盔林,2017-02-09,-3.7,,
114,盔林,2017-02-10,-5.4,,
114,盔林,2017-02-11,-5.1,,
114,盔林,2017-02-12,-2.7,,
114,盔林,2017-02-13,-1.4,,
114,盔林,2017-02-14,0.6,,
114,盔林,2017-02-15,0.4,,
114,盔林,2017-02-16,5.5,,
114,盔林,2017-02-17,4.5,,
114,盔林,2017-02-18,-1.5,,
114,盔林,2017-02-19,1.8,,
114,盔林,2017-02-20,1.5,,
114,盔林,2017-02-21,-0.3,,
114,盔林,2017-02-22,2.0,,
114,盔林,2017-02-23,0.5,,
114,盔林,2017-02-24,-0.1,,
114,盔林,2017-02-25,2.0,,
114,盔林,2017-02-26,2.6,,
114,盔林,2017-02-27,2.8,,
114,盔林,2017-02-28,4.0,,
114,盔林,2017-03-01,4.8,,
114,盔林,2017-03-02,2.4,,
114,盔林,2017-03-03,2.3,,
114,盔林,2017-03-04,4.2,,
114,盔林,2017-03-05,5.0,,
114,盔林,2017-03-06,1.8,,
114,盔林,2017-03-07,-0.4,,
114,盔林,2017-03-08,0.6,,
114,盔林,2017-03-09,3.6,,
114,盔林,2017-03-10,4.5,,
114,盔林,2017-03-11,6.2,,
114,盔林,2017-03-12,7.8,,
114,盔林,2017-03-13,7.6,,
114,盔林,2017-03-14,4.8,,
114,盔林,2017-03-15,4.5,,
114,盔林,2017-03-16,5.5,,
114,盔林,2017-03-17,7.0,,
114,盔林,2017-03-18,8.6,,
114,盔林,2017-03-19,8.7,,
114,盔林,2017-03-20,9.3,,
114,盔林,2017-03-21,7.0,,
114,盔林,2017-03-22,6.7,,
114,盔林,2017-03-23,8.2,,
114,盔林,2017-03-24,7.7,,
114,盔林,2017-03-25,5.7,,
114,盔林,2017-03-26,5.5,,
114,盔林,2017-03-27,4.7,,
114,盔林,2017-03-28,5.7,,
114,盔林,2017-03-29,7.6,,
114,盔林,2017-03-30,9.8,,
114,盔林,2017-03-31,7.7,,
114,盔林,2017-04-01,6.5,,
114,盔林,2017-04-02,7.3,,
114,盔林,2017-04-03,10.3,,
114,盔林,2017-04-04,12.9,,
114,盔林,2017-04-05,12.8,,
114,盔林,2017-04-06,13.4,,
114,盔林,2017-04-07,15.8,,
114,盔林,2017-04-08,16.1,,
114,盔林,2017-04-09,13.0,,
114,盔林,2017-04-10,14.9,,
114,盔林,2017-04-11,12.8,,
114,盔林,2017-04-12,11.4,,
114,盔林,2017-04-13,12.3,,
114,盔林,2017-04-14,14.2,,
114,盔林,2017-04-15,16.2,,
114,盔林,2017-04-16,18.0,,
114,盔林,2017-04-17,13.3,,
114,盔林,2017-04-18,11.3,,
114,盔林,2017-04-19,12.7,,
114,盔林,2017-04-20,12.5,,
114,盔林,2017-04-21,12.9,,
114,盔林,2017-04-22,13.8,,
114,盔林,2017-04-23,14.5,,
114,盔林,2017-04-24,14.8,,
114,盔林,2017-04-25,16.7,,
114,盔林,2017-04-26,15.3,,
114,盔林,2017-04-27,12.8,,
114,盔林,2017-04-28,14.4,,
114,盔林,2017-04-29,16.4,,
114,盔林,2017-04-30,19.5,,
114,盔林,2017-05-01,19.8,,
114,盔林,2017-05-02,19.2,,
114,盔林,2017-05-03,20.3,,
114,盔林,2017-05-04,20.4,,
114,盔林,2017-05-05,21.3,,
114,盔林,2017-05-06,15.5,,
114,盔林,2017-05-07,15.4,,
114,盔林,2017-05-08,17.0,,
114,盔林,2017-05-09,16.5,,
114,盔林,2017-05-10,15.4,,
114,盔林,2017-05-11,16.5,,
114,盔林,2017-05-12,18.1,,
114,盔林,2017-05-13,16.8,,
114,盔林,2017-05-14,15.6,,
114,盔林,2017-05-15,15.2,,
114,盔林,2017-05-16,16.3,,
114,盔林,2017-05-17,17.6,,
114,盔林,2017-05-18,19.3,,
114,盔林,2017-05-19,20.7,,
114,盔林,2017-05-20,20.3,,
114,盔林,2017-05-21,20.9,,
114,盔林,2017-05-22,20.9,,
114,盔林,2017-05-23,20.0,,
114,盔林,2017-05-24,20.0,,
114,盔林,2017-05-25,19.2,,
114,盔林,2017-05-26,16.2,,
114,盔林,2017-05-27,18.5,,
114,盔林,2017-05-28,20.6,,
114,盔林,2017-05-29,23.0,,
114,盔林,2017-05-30,23.2,,
114,盔林,2017-05-31,22.1,,
114,盔林,2017-06-01,19.9,,
114,盔林,2017-06-02,19.1,,
114,盔林,2017-06-03,19.5,,
114,盔林,2017-06-04,19.7,,
114,盔林,2017-06-05,21.6,,
114,盔林,2017-06-06,18.1,,
114,盔林,2017-06-07,17.7,,
114,盔林,2017-06-08,19.5,,
114,盔林,2017-06-09,20.6,,
114,盔林,2017-06-10,20.1,,
114,盔林,2017-06-11,20.7,,
114,盔林,2017-06-12,20.5,,
114,盔林,2017-06-13,18.3,,
114,盔林,2017-06-14,19.8,,
114,盔林,2017-06-15,22.0,,
114,盔林,2017-06-16,24.3,,
114,盔林,2017-06-17,24.6,,
114,盔林,2017-06-18,24.8,,
114,盔林,2017-06-19,24.8,,
114,盔林,2017-06-20,25.1,,
114,盔林,2017-06-21,24.6,,
114,盔林,2017-06-22,24.6,,
114,盔林,2017-06-23,26.7,,
114,盔林,2017-06-24,23.6,,
114,盔林,2017-06-25,21.8,,
114,盔林,2017-06-26,22.7,,
114,盔林,2017-06-27,23.0,,
114,盔林,2017-06-28,25.0,,
114,盔林,2017-06-29,24.5,,
114,盔林,2017-06-30,25.3,,
114,盔林,2017-07-01,23.6,,
114,盔林,2017-07-02,24.9,,
114,盔林,2017-07-03,24.2,,
114,盔林,2017-07-04,25.9,,
114,盔林,2017-07-05,26.5,,
114,盔林,2017-07-06,26.8,,
114,盔林,2017-07-07,26.3,,
114,盔林,2017-07-08,25.4,,
114,盔林,2017-07-09,26.6,,
114,盔林,2017-07-10,24.4,,
114,盔林,2017-07-11,25.6,,
114,盔林,2017-07-12,26.9,,
114,盔林,2017-07-13,25.9,,
114,盔林,2017-07-14,25.4,,
114,盔林,2017-07-15,23.6,,
114,盔林,2017-07-16,24.2,,
114,盔林,2017-07-17,25.5,,
114,盔林,2017-07-18,25.2,,
114,盔林,2017-07-19,26.7,,
114,盔林,2017-07-20,27.9,,
114,盔林,2017-07-21,28.3,,
114,盔林,2017-07-22,27.0,,
114,盔林,2017-07-23,25.6,,
114,盔林,2017-07-24,26.0,,
114,盔林,2017-07-25,27.4,,
114,盔林,2017-07-26,26.4,,
114,盔林,2017-07-27,25.1,,
114,盔林,2017-07-28,23.8,,
114,盔林,2017-07-29,25.3,,
114,盔林,2017-07-30,26.1,,
114,盔林,2017-07-31,23.7,,
114,盔林,2017-08-01,26.1,,
114,盔林,2017-08-02,27.7,,
114,盔林,2017-08-03,27.5,,
114,盔林,2017-08-04,28.2,,
114,盔林,2017-08-05,29.4,,
114,盔林,2017-08-06,28.4,,
114,盔林,2017-08-07,27.2,,
114,盔林,2017-08-08,26.0,,
114,盔林,2017-08-09,24.5,,
114,盔林,2017-08-10,23.6,,
114,盔林,2017-08-11,24.9,,
114,盔林,2017-08-12,25.0,,
114,盔林,2017-08-13,24.1,,
114,盔林,2017-08-14,23.1,,
114,盔林,2017-08-15,22.0,,
114,盔林,2017-08-16,23.5,,
114,盔林,2017-08-17,23.4,,
114,盔林,2017-08-18,23.6,,
114,盔林,2017-08-19,24.1,,
114,盔林,2017-08-20,23.7,,
114,盔林,2017-08-21,24.2,,
114,盔林,2017-08-22,25.9,,
114,盔林,2017-08-23,25.7,,
114,盔林,2017-08-24,26.1,,
114,盔林,2017-08-25,24.5,,
114,盔林,2017-08-26,21.2,,
114,盔林,2017-08-27,20.1,,
114,盔林,2017-08-28,21.1,,
114,盔林,2017-08-29,19.6,,
114,盔林,2017-08-30,17.3,,
114,盔林,2017-08-31,20.0,,
114,盔林,2017-09-01,20.5,,
114,盔林,2017-09-02,20.6,,
114,盔林,2017-09-03,21.0,,
114,盔林,2017-09-04,21.4,,
114,盔林,2017-09-05,19.1,,
114,盔林,2017-09-06,19.1,,
114,盔林,2017-09-07,20.6,,
114,盔林,2017-09-08,22.0,,
114,盔林,2017-09-09,21.4,,
114,盔林,2017-09-10,20.9,,
114,盔林,2017-09-11,19.7,,
114,盔林,2017-09-12,19.6,,
114,盔林,2017-09-13,18.7,,
114,盔林,2017-09-14,19.4,,
114,盔林,2017-09-15,20.0,,
114,盔林,2017-09-16,18.8,,
114,盔林,2017-09-17,19.8,,
114,盔林,2017-09-18,19.2,,
114,盔林,2017-09-19,19.5,,
114,盔林,2017-09-20,18.0,,
114,盔林,2017-09-21,17.1,,
114,盔林,2017-09-22,18.2,,
114,盔林,2017-09-23,18.6,,
114,盔林,2017-09-24,19.9,,
114,盔林,2017-09-25,21.8,,
114,盔林,2017-09-26,21.8,,
114,盔林,2017-09-27,19.7,,
114,盔林,2017-09-28,18.7,,
114,盔林,2017-09-29,13.9,,
114,盔林,2017-09-30,16.1,,
114,盔林,2017-10-01,15.2,,
114,盔林,2017-10-02,18.8,,
114,盔林,2017-10-03,17.6,,
114,盔林,2017-10-04,16.6,,
114,盔林,2017-10-05,16.5,,
114,盔林,2017-10-06,15.5,,
114,盔林,2017-10-07,19.4,,
114,盔林,2017-10-08,20.4,,
114,盔林,2017-10-09,20.2,,
114,盔林,2017-10-10,20.6,,
114,盔林,2017-10-11,17.3,,
114,盔林,2017-10-12,12.7,,
114,盔林,2017-10-13,12.2,,
114,盔林,2017-10-14,12.3,,
114,盔林,2017-10-15,14.0,,
114,盔林,2017-10-16,15.2,,
114,盔林,2017-10-17,15.0,,
114,盔林,2017-10-18,15.1,,
114,盔林,2017-10-19,15.3,,
114,盔林,2017-10-20,14.5,,
114,盔林,2017-10-21,14.0,,
114,盔林,2017-10-22,13.5,,
114,盔林,2017-10-23,12.1,,
114,盔林,2017-10-24,11.2,,
114,盔林,2017-10-25,11.2,,
114,盔林,2017-10-26,12.7,,
114,盔林,2017-10-27,14.6,,
114,盔林,2017-10-28,14.5,,
114,盔林,2017-10-29,11.6,,
114,盔林,2017-10-30,6.5,,
114,盔林,2017-10-31,7.2,,
114,盔林,2017-11-01,11.6,,
114,盔林,2017-11-02,14.0,,
114,盔林,2017-11-03,12.5,,
114,盔林,2017-11-04,7.7,,
114,盔林,2017-11-05,6.2,,
114,盔林,2017-11-06,8.2,,
114,盔林,2017-11-07,11.6,,
114,盔林,2017-11-08,13.4,,
114,盔林,2017-11-09,7.9,,
114,盔林,2017-11-10,9.2,,
114,盔林,2017-11-11,5.1,,
114,盔林,2017-11-12,3.4,,
114,盔林,2017-11-13,6.3,,
114,盔林,2017-11-14,7.7,,
114,盔林,2017-11-15,4.0,,
114,盔林,2017-11-16,1.0,,
114,盔林,2017-11-17,1.5,,
114,盔林,2017-11-18,-0.1,,
114,盔林,2017-11-19,-1.1,,
114,盔林,2017-11-20,0.2,,
114,盔林,2017-11-21,-0.3,,
114,盔林,2017-11-22,1.6,,
114,盔林,2017-11-23,0.2,,
114,盔林,2017-11-24,0.3,,
114,盔林,2017-11-25,3.1,,
114,盔林,2017-11-26,4.9,,
114,盔林,2017-11-27,2.2,,
114,盔林,2017-11-28,4.5,,
114,盔林,2017-11-29,5.6,,
114,盔林,2017-11-30,0.3,,
114,盔林,2017-12-01,-1.8,,
114,盔林,2017-12-02,0.2,,
114,盔林,2017-12-03,2.6,,
114,盔林,2017-12-04,0.8,,
114,盔林,2017-12-05,-3.8,,
114,盔林,2017-12-06,-0.1,,
114,盔林,2017-12-07,1.5,,
114,盔林,2017-12-08,-2.9,,
114,盔林,2017-12-09,-1.7,,
114,盔林,2017-12-10,0.7,,
114,盔林,2017-12-11,-5.0,,
114,盔林,2017-12-12,-8.3,,
114,盔林,2017-12-13,-8.5,,
114,盔林,2017-12-14,-7.0,,
114,盔林,2017-12-15,-3.3,,
114,盔林,2017-12-16,-3.7,,
114,盔林,2017-12-17,-6.4,,
114,盔林,2017-12-18,-3.9,,
114,盔林,2017-12-19,-4.6,,
114,盔林,2017-12-20,-4.7,,
114,盔林,2017-12-21,-0.7,,
114,盔林,2017-12-22,1.1,,
114,盔林,2017-12-23,3.9,,
114,盔林,2017-12-24,2.1,,
114,盔林,2017-12-25,-1.2,,
114,盔林,2017-12-26,-2.5,,
114,盔林,2017-12-27,-6.0,,
114,盔林,2017-12-28,-4.3,,
114,盔林,2017-12-29,1.0,,
114,盔林,2017-12-30,1.0,,
114,盔林,2017-12-31,0.7,,
114,盔林,2018-01-01,-2.7,,
114,盔林,2018-01-02,-2.1,,
114,盔林,2018-01-03,-3.9,,
114,盔林,2018-01-04,-4.5,,
114,盔林,2018-01-05,-3.0,,
114,盔林,2018-01-06,-4.1,,
114,盔林,2018-01-07,-2.4,,
114,盔林,2018-01-08,1.4,,
114,盔林,2018-01-09,-2.7,,
114,盔林,2018-01-10,-6.1,,
114,盔林,2018-01-11,-9.6,,
114,盔林,2018-01-12,-10.6,,
114,盔林,2018-01-13,-5.6,,
114,盔林,2018-01-14,-0.6,,
114,盔林,2018-01-15,5.0,,
114,盔林,2018-01-16,2.2,,
114,盔林,2018-01-17,3.9,,
114,盔林,2018-01-18,2.7,,
114,盔林,2018-01-19,0.9,,
114,盔林,2018-01-20,0.3,,
114,盔林,2018-01-21,-0.4,,
114,盔林,2018-01-22,0.7,,
114,盔林,2018-01-23,-9.0,,
114,盔林,2018-01-24,-12.5,,
114,盔林,2018-01-25,-12.5,,
114,盔林,2018-01-26,-13.0,,
114,盔林,2018-01-27,-10.1,,
114,盔林,2018-01-28,-4.7,,
114,盔林,2018-01-29,-7.6,,
114,盔林,2018-01-30,-5.8,,
114,盔林,2018-01-31,-1.6,,
114,盔林,2018-02-01,-4.0,,
114,盔林,2018-02-02,-3.4,,
114,盔林,2018-02-03,-5.3,,
114,盔林,2018-02-04,-8.8,,
114,盔林,2018-02-05,-8.5,,
114,盔林,2018-02-06,-9.1,,
114,盔林,2018-02-07,-8.9,,
114,盔林,2018-02-08,-5.8,,
114,盔林,2018-02-09,-2.0,,
114,盔林,2018-02-10,-0.2,,
114,盔林,2018-02-11,-5.5,,
114,盔林,2018-02-12,-5.8,,
114,盔林,2018-02-13,-1.6,,
114,盔林,2018-02-14,3.8,,
114,盔林,2018-02-15,1.1,,
114,盔林,2018-02-16,-0.5,,
114,盔林,2018-02-17,-1.6,,
114,盔林,2018-02-18,-0.8,,
114,盔林,2018-02-19,0.9,,
114,盔林,2018-02-20,1.2,,
114,盔林,2018-02-21,-1.0,,
114,盔林,2018-02-22,-0.3,,
114,盔林,2018-02-23,4.5,,
114,盔林,2018-02-24,4.9,,
114,盔林,2018-02-25,2.6,,
114,盔林,2018-02-26,2.5,,
114,盔林,2018-02-27,2.4,,
114,盔林,2018-02-28,4.5,,
114,盔林,2018-03-01,1.8,,
114,盔林,2018-03-02,-0.4,,
114,盔林,2018-03-03,7.4,,
114,盔林,2018-03-04,10.9,,
114,盔林,2018-03-05,4.6,,
114,盔林,2018-03-06,4.4,,
114,盔林,2018-03-07,5.5,,
114,盔林,2018-03-08,4.0,,
114,盔林,2018-03-09,4.2,,
114,盔林,2018-03-10,4.7,,
114,盔林,2018-03-11,6.9,,
114,盔林,2018-03-12,7.6,,
114,盔林,2018-03-13,11.5,,
114,盔林,2018-03-14,15.6,,
114,盔林,2018-03-15,12.6,,
114,盔林,2018-03-16,5.1,,
114,盔林,2018-03-17,5.6,,
114,盔林,2018-03-18,8.5,,
114,盔林,2018-03-19,7.8,,
114,盔林,2018-03-20,4.5,,
114,盔林,2018-03-21,2.9,,
114,盔林,2018-03-22,5.8,,
114,盔林,2018-03-23,6.3,,
114,盔林,2018-03-24,8.3,,
114,盔林,2018-03-25,10.6,,
114,盔林,2018-03-26,11.5,,
114,盔林,2018-03-27,13.4,,
114,盔林,2018-03-28,15.0,,
114,盔林,2018-03-29,15.6,,
114,盔林,2018-03-30,15.7,,
114,盔林,2018-03-31,15.2,,
114,盔林,2018-04-01,15.7,,
114,盔林,2018-04-02,18.5,,
114,盔林,2018-04-03,18.7,,
114,盔林,2018-04-04,11.8,,
114,盔林,2018-04-05,8.0,,
114,盔林,2018-04-06,7.2,,
114,盔林,2018-04-07,4.2,,
114,盔林,2018-04-08,4.8,,
114,盔林,2018-04-09,7.5,,
114,盔林,2018-04-10,14.7,,
114,盔林,2018-04-11,14.1,,
114,盔林,2018-04-12,13.0,,
114,盔林,2018-04-13,13.4,,
114,盔林,2018-04-14,8.9,,
114,盔林,2018-04-15,10.0,,
114,盔林,2018-04-16,11.6,,
114,盔林,2018-04-17,12.8,,
114,盔林,2018-04-18,13.6,,
114,盔林,2018-04-19,15.0,,
114,盔林,2018-04-20,19.2,,
114,盔林,2018-04-21,20.1,,
114,盔林,2018-04-22,17.4,,
114,盔林,2018-04-23,10.7,,
114,盔林,2018-04-24,11.6,,
114,盔林,2018-04-25,13.2,,
114,盔林,2018-04-26,15.4,,
114,盔林,2018-04-27,15.4,,
114,盔林,2018-04-28,16.2,,
114,盔林,2018-04-29,16.0,,
114,盔林,2018-04-30,18.0,,
114,盔林,2018-05-01,19.9,,
114,盔林,2018-05-02,15.9,,
114,盔林,2018-05-03,9.8,,
114,盔林,2018-05-04,13.7,,
114,盔林,2018-05-05,16.9,,
114,盔林,2018-05-06,15.7,,
114,盔林,2018-05-07,17.4,,
114,盔林,2018-05-08,15.6,,
114,盔林,2018-05-09,14.3,,
114,盔林,2018-05-10,15.6,,
114,盔林,2018-05-11,16.3,,
114,盔林,2018-05-12,14.6,,
114,盔林,2018-05-13,17.2,,
114,盔林,2018-05-14,18.5,,
114,盔林,2018-05-15,22.5,,
114,盔林,2018-05-16,22.4,,
114,盔林,2018-05-17,22.6,,
114,盔林,2018-05-18,16.1,,
114,盔林,2018-05-19,16.8,,
114,盔林,2018-05-20,16.6,,
114,盔林,2018-05-21,16.8,,
114,盔林,2018-05-22,17.9,,
114,盔林,2018-05-23,18.5,,
114,盔林,2018-05-24,18.8,,
114,盔林,2018-05-25,19.5,,
114,盔林,2018-05-26,21.3,,
114,盔林,2018-05-27,20.9,,
114,盔林,2018-05-28,22.4,,
114,盔林,2018-05-29,21.5,,
114,盔林,2018-05-30,19.8,,
114,盔林,2018-05-31,20.1,,
114,盔林,2018-06-01,23.1,,
114,盔林,2018-06-02,23.3,,
114,盔林,2018-06-03,22.4,,
114,盔林,2018-06-04,22.5,,
114,盔林,2018-06-05,23.3,,
114,盔林,2018-06-06,23.7,,
114,盔林,2018-06-07,23.6,,
114,盔林,2018-06-08,21.7,,
114,盔林,2018-06-09,22.9,,
114,盔林,2018-06-10,21.1,,
114,盔林,2018-06-11,19.6,,
114,盔林,2018-06-12,21.3,,
114,盔林,2018-06-13,22.3,,
114,盔林,2018-06-14,21.7,,
114,盔林,2018-06-15,20.6,,
114,盔林,2018-06-16,21.2,,
114,盔林,2018-06-17,21.9,,
114,盔林,2018-06-18,24.6,,
114,盔林,2018-06-19,22.5,,
114,盔林,2018-06-20,23.2,,
114,盔林,2018-06-21,23.8,,
114,盔林,2018-06-22,24.7,,
114,盔林,2018-06-23,24.4,,
114,盔林,2018-06-24,25.9,,
114,盔林,2018-06-25,25.6,,
114,盔林,2018-06-26,23.0,,
114,盔林,2018-06-27,24.3,,
114,盔林,2018-06-28,23.1,,
114,盔林,2018-06-29,24.4,,
114,盔林,2018-06-30,24.6,,
114,盔林,2018-07-01,22.2,,
114,盔林,2018-07-02,22.8,,
114,盔林,2018-07-03,25.2,,
114,盔林,2018-07-04,26.7,,
114,盔林,2018-07-05,24.4,,
114,盔林,2018-07-06,22.9,,
114,盔林,2018-07-07,22.4,,
114,盔林,2018-07-08,22.0,,
114,盔林,2018-07-09,20.6,,
114,盔林,2018-07-10,24.2,,
114,盔林,2018-07-11,26.0,,
114,盔林,2018-07-12,27.2,,
114,盔林,2018-07-13,27.1,,
114,盔林,2018-07-14,27.5,,
114,盔林,2018-07-15,28.0,,
114,盔林,2018-07-16,28.3,,
114,盔林,2018-07-17,27.5,,
114,盔林,2018-07-18,27.6,,
114,盔林,2018-07-19,27.8,,
114,盔林,2018-07-20,28.5,,
114,盔林,2018-07-21,29.5,,
114,盔林,2018-07-22,30.1,,
114,盔林,2018-07-23,30.3,,
114,盔林,2018-07-24,30.8,,
114,盔林,2018-07-25,30.0,,
114,盔林,2018-07-26,30.0,,
114,盔林,2018-07-27,30.9,,
114,盔林,2018-07-28,29.5,,
114,盔林,2018-07-29,29.3,,
114,盔林,2018-07-30,30.2,,
114,盔林,2018-07-31,30.3,,
114,盔林,2018-08-01,32.1,2.0,0.6
114,盔林,2018-08-02,32.5,3.6,1.0
114,盔林,2018-08-03,32.1,3.5,1.0
114,盔林,2018-08-04,30.9,5.0,2.1
114,盔林,2018-08-05,29.5,6.3,4.4
114,盔林,2018-08-06,28.7,5.9,3.8
114,盔林,2018-08-07,29.3,5.5,1.8
114,盔林,2018-08-08,29.0,6.3,2.4
114,盔林,2018-08-09,28.1,7.4,2.9
114,盔林,2018-08-10,28.1,5.9,2.9
114,盔林,2018-08-11,28.2,4.8,1.5
114,盔林,2018-08-12,28.8,6.6,3.5
114,盔林,2018-08-13,30.0,6.6,1.4
114,盔林,2018-08-14,30.7,6.1,1.1
114,盔林,2018-08-15,30.0,4.8,0.9
114,盔林,2018-08-16,26.8,4.8,1.3
114,盔林,2018-08-17,25.1,1.0,0.1
114,盔林,2018-08-18,24.7,4.1,0.0
114,盔林,2018-08-19,25.8,7.3,0.5
