ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ ÇöÁö±â¾Ð(hPa)
105,°­¸ª,2018-09-29,1012.4
105,°­¸ª,2018-09-30,1000.7
105,°­¸ª,2018-10-01,1001.7
105,°­¸ª,2018-10-02,1012.6
105,°­¸ª,2018-10-03,1018.7
105,°­¸ª,2018-10-04,1022.9
105,°­¸ª,2018-10-05,1018.8
105,°­¸ª,2018-10-06,1005.4
105,°­¸ª,2018-10-07,1010.8
105,°­¸ª,2018-10-08,1015.4
105,°­¸ª,2018-10-09,1013.6
105,°­¸ª,2018-10-10,1010.9
105,°­¸ª,2018-10-11,1017.1
105,°­¸ª,2018-10-12,1022.2
105,°­¸ª,2018-10-13,1022.1
105,°­¸ª,2018-10-14,1018.2
105,°­¸ª,2018-10-15,1015.7
105,°­¸ª,2018-10-16,1013.9
105,°­¸ª,2018-10-17,1013.9
105,°­¸ª,2018-10-18,1017.9
105,°­¸ª,2018-10-19,1022.1
105,°­¸ª,2018-10-20,1021.9
105,°­¸ª,2018-10-21,1019.8
105,°­¸ª,2018-10-22,1016.5
105,°­¸ª,2018-10-23,1012.8
105,°­¸ª,2018-10-24,1016.4
105,°­¸ª,2018-10-25,1016.9
105,°­¸ª,2018-10-26,1007.3
105,°­¸ª,2018-10-27,1007.7
105,°­¸ª,2018-10-28,1005.4
105,°­¸ª,2018-10-29,1009.2
105,°­¸ª,2018-10-30,1015.9
105,°­¸ª,2018-10-31,1018.8
105,°­¸ª,2018-11-01,1021.8
105,°­¸ª,2018-11-02,1023.6
105,°­¸ª,2018-11-03,1020.2
105,°­¸ª,2018-11-04,1018
105,°­¸ª,2018-11-05,1020.8
105,°­¸ª,2018-11-06,1022.4
105,°­¸ª,2018-11-07,1022.6
105,°­¸ª,2018-11-08,1011.9
105,°­¸ª,2018-11-09,1010.4
105,°­¸ª,2018-11-10,1019.3
105,°­¸ª,2018-11-11,1018.5
105,°­¸ª,2018-11-12,1017
105,°­¸ª,2018-11-13,1017.5
105,°­¸ª,2018-11-14,1021.2
105,°­¸ª,2018-11-15,1020.9
105,°­¸ª,2018-11-16,1017.1
105,°­¸ª,2018-11-17,1018.9
105,°­¸ª,2018-11-18,1016.4
105,°­¸ª,2018-11-19,1018.2
105,°­¸ª,2018-11-20,1020.3
105,°­¸ª,2018-11-21,1019.2
105,°­¸ª,2018-11-22,1020.2
105,°­¸ª,2018-11-23,1024.1
105,°­¸ª,2018-11-24,1020.6
105,°­¸ª,2018-11-25,1019.1
105,°­¸ª,2018-11-26,1019.8
105,°­¸ª,2018-11-27,1016.9
105,°­¸ª,2018-11-28,1020.4
105,°­¸ª,2018-11-29,1021.8
105,°­¸ª,2018-11-30,1021.7
105,°­¸ª,2018-12-01,1023.8
105,°­¸ª,2018-12-02,1020.7
105,°­¸ª,2018-12-03,1013.1
105,°­¸ª,2018-12-04,1013.2
105,°­¸ª,2018-12-05,1023.2
105,°­¸ª,2018-12-06,1017.9
105,°­¸ª,2018-12-07,1023.6
105,°­¸ª,2018-12-08,1026
105,°­¸ª,2018-12-09,1029.5
105,°­¸ª,2018-12-10,1030.5
105,°­¸ª,2018-12-11,1024.9
105,°­¸ª,2018-12-12,1023.3
105,°­¸ª,2018-12-13,1023.3
105,°­¸ª,2018-12-14,1029.6
105,°­¸ª,2018-12-15,1025.9
105,°­¸ª,2018-12-16,1015
105,°­¸ª,2018-12-17,1011.7
105,°­¸ª,2018-12-18,1015
105,°­¸ª,2018-12-19,1014.9
105,°­¸ª,2018-12-20,1019.9
105,°­¸ª,2018-12-21,1019.1
105,°­¸ª,2018-12-22,1019.2
105,°­¸ª,2018-12-23,1017.7
105,°­¸ª,2018-12-24,1021
105,°­¸ª,2018-12-25,1018.9
105,°­¸ª,2018-12-26,1018
105,°­¸ª,2018-12-27,1020.4
105,°­¸ª,2018-12-28,1023.2
105,°­¸ª,2018-12-29,1026.6
105,°­¸ª,2018-12-30,1031.9
105,°­¸ª,2018-12-31,1031
105,°­¸ª,2019-01-01,1025.7
105,°­¸ª,2019-01-02,1026.7
105,°­¸ª,2019-01-03,1028.5
105,°­¸ª,2019-01-04,1023.4
105,°­¸ª,2019-01-05,1021
105,°­¸ª,2019-01-06,1022.9
105,°­¸ª,2019-01-07,1021.3
105,°­¸ª,2019-01-08,1021.3
105,°­¸ª,2019-01-09,1026.3
105,°­¸ª,2019-01-10,1017.4
105,°­¸ª,2019-01-11,1021.6
105,°­¸ª,2019-01-12,1019.3
105,°­¸ª,2019-01-13,1021.1
105,°­¸ª,2019-01-14,1019.9
105,°­¸ª,2019-01-15,1016.5
105,°­¸ª,2019-01-16,1018.5
105,°­¸ª,2019-01-17,1016.2
105,°­¸ª,2019-01-18,1021.3
105,°­¸ª,2019-01-19,1017.7
105,°­¸ª,2019-01-20,1013.8
105,°­¸ª,2019-01-21,1013.7
105,°­¸ª,2019-01-22,1013.2
105,°­¸ª,2019-01-23,1013.6
105,°­¸ª,2019-01-24,1019.5
105,°­¸ª,2019-01-25,1018.2
105,°­¸ª,2019-01-26,1021.8
105,°­¸ª,2019-01-27,1019.1
105,°­¸ª,2019-01-28,1015.4
105,°­¸ª,2019-01-29,1022.1
105,°­¸ª,2019-01-30,1017.9
105,°­¸ª,2019-01-31,1015.6
105,°­¸ª,2019-02-01,1016.1
105,°­¸ª,2019-02-02,1016.4
105,°­¸ª,2019-02-03,1008.8
105,°­¸ª,2019-02-04,1018.5
105,°­¸ª,2019-02-05,1016.8
105,°­¸ª,2019-02-06,1011.9
105,°­¸ª,2019-02-07,1015.1
105,°­¸ª,2019-02-08,1021
105,°­¸ª,2019-02-09,1021.4
105,°­¸ª,2019-02-10,1025.9
105,°­¸ª,2019-02-11,1024.8
105,°­¸ª,2019-02-12,1028.6
105,°­¸ª,2019-02-13,1027.8
105,°­¸ª,2019-02-14,1028.6
105,°­¸ª,2019-02-15,1017.4
105,°­¸ª,2019-02-16,1017.5
105,°­¸ª,2019-02-17,1018.5
105,°­¸ª,2019-02-18,1020.1
105,°­¸ª,2019-02-19,1014.2
105,°­¸ª,2019-02-20,1019.1
105,°­¸ª,2019-02-21,1021.6
105,°­¸ª,2019-02-22,1017.8
105,°­¸ª,2019-02-23,1021.5
105,°­¸ª,2019-02-24,1016.5
105,°­¸ª,2019-02-25,1017
105,°­¸ª,2019-02-26,1020.4
105,°­¸ª,2019-02-27,1018.1
105,°­¸ª,2019-02-28,1014.9
105,°­¸ª,2019-03-01,1017.4
105,°­¸ª,2019-03-02,1016.1
105,°­¸ª,2019-03-03,1010.1
105,°­¸ª,2019-03-04,1010.7
105,°­¸ª,2019-03-05,1014.8
105,°­¸ª,2019-03-06,1012.3
105,°­¸ª,2019-03-07,1016.3
105,°­¸ª,2019-03-08,1019.1
105,°­¸ª,2019-03-09,1015.5
105,°­¸ª,2019-03-10,1011.8
105,°­¸ª,2019-03-11,1004
105,°­¸ª,2019-03-12,1004.5
105,°­¸ª,2019-03-13,1013
105,°­¸ª,2019-03-14,1018.1
105,°­¸ª,2019-03-15,1014.4
105,°­¸ª,2019-03-16,1015.4
105,°­¸ª,2019-03-17,1018
105,°­¸ª,2019-03-18,1013.3
105,°­¸ª,2019-03-19,1010.5
105,°­¸ª,2019-03-20,1006.7
105,°­¸ª,2019-03-21,1000.2
105,°­¸ª,2019-03-22,1014.4
105,°­¸ª,2019-03-23,1015.6
105,°­¸ª,2019-03-24,1014.9
105,°­¸ª,2019-03-25,1010.7
105,°­¸ª,2019-03-26,1011.7
105,°­¸ª,2019-03-27,1007.5
105,°­¸ª,2019-03-28,1012.2
105,°­¸ª,2019-03-29,1011.4
105,°­¸ª,2019-03-30,1006.8
105,°­¸ª,2019-03-31,1013
105,°­¸ª,2019-04-01,1017.1
105,°­¸ª,2019-04-02,1018.1
105,°­¸ª,2019-04-03,1017.1
105,°­¸ª,2019-04-04,1007.8
105,°­¸ª,2019-04-05,1003.6
105,°­¸ª,2019-04-06,1007.9
105,°­¸ª,2019-04-07,1007.1
105,°­¸ª,2019-04-08,1011.7
105,°­¸ª,2019-04-09,1016.7
105,°­¸ª,2019-04-10,1011.2
105,°­¸ª,2019-04-11,1012
105,°­¸ª,2019-04-12,1013.6
105,°­¸ª,2019-04-13,1014.4
105,°­¸ª,2019-04-14,1009.8
105,°­¸ª,2019-04-15,1012.6
105,°­¸ª,2019-04-16,1011.3
105,°­¸ª,2019-04-17,1006.9
105,°­¸ª,2019-04-18,1005.9
105,°­¸ª,2019-04-19,1016
105,°­¸ª,2019-04-20,1009.9
105,°­¸ª,2019-04-21,1009.7
105,°­¸ª,2019-04-22,1014.1
105,°­¸ª,2019-04-23,1008.5
105,°­¸ª,2019-04-24,1004.4
105,°­¸ª,2019-04-25,1009.1
105,°­¸ª,2019-04-26,1011.9
105,°­¸ª,2019-04-27,1017.6
105,°­¸ª,2019-04-28,1016.6
105,°­¸ª,2019-04-29,1011.9
105,°­¸ª,2019-04-30,1006
105,°­¸ª,2019-05-01,1001.9
105,°­¸ª,2019-05-02,1006.4
105,°­¸ª,2019-05-03,1013
105,°­¸ª,2019-05-04,1014
105,°­¸ª,2019-05-05,1010.4
105,°­¸ª,2019-05-06,1013.8
105,°­¸ª,2019-05-07,1010
105,°­¸ª,2019-05-08,1005.3
105,°­¸ª,2019-05-09,1003.6
105,°­¸ª,2019-05-10,1008.6
105,°­¸ª,2019-05-11,1010.6
105,°­¸ª,2019-05-12,1016.1
105,°­¸ª,2019-05-13,1012.1
105,°­¸ª,2019-05-14,1009.3
105,°­¸ª,2019-05-15,1009.8
105,°­¸ª,2019-05-16,1008.6
105,°­¸ª,2019-05-17,1009.1
105,°­¸ª,2019-05-18,1010.1
105,°­¸ª,2019-05-19,1006.4
105,°­¸ª,2019-05-20,998
105,°­¸ª,2019-05-21,999.9
105,°­¸ª,2019-05-22,1000.1
105,°­¸ª,2019-05-23,1003.4
105,°­¸ª,2019-05-24,1005.8
105,°­¸ª,2019-05-25,1008.6
105,°­¸ª,2019-05-26,1009.1
105,°­¸ª,2019-05-27,999.4
105,°­¸ª,2019-05-28,1004.7
105,°­¸ª,2019-05-29,1004.4
105,°­¸ª,2019-05-30,1005
105,°­¸ª,2019-05-31,1004.3
105,°­¸ª,2019-06-01,1004.3
105,°­¸ª,2019-06-02,1002.7
105,°­¸ª,2019-06-03,1003.2
105,°­¸ª,2019-06-04,1003.7
105,°­¸ª,2019-06-05,1008.3
105,°­¸ª,2019-06-06,1008.4
105,°­¸ª,2019-06-07,1003.2
105,°­¸ª,2019-06-08,1006.4
105,°­¸ª,2019-06-09,1005.6
105,°­¸ª,2019-06-10,1006.4
105,°­¸ª,2019-06-11,1007.8
105,°­¸ª,2019-06-12,1008.3
105,°­¸ª,2019-06-13,1005.6
105,°­¸ª,2019-06-14,1001.5
105,°­¸ª,2019-06-15,998.2
105,°­¸ª,2019-06-16,1005.3
105,°­¸ª,2019-06-17,1007.7
105,°­¸ª,2019-06-18,1005.5
105,°­¸ª,2019-06-19,1002.5
105,°­¸ª,2019-06-20,1001.2
105,°­¸ª,2019-06-21,1004.2
105,°­¸ª,2019-06-22,1005.8
105,°­¸ª,2019-06-23,1007
105,°­¸ª,2019-06-24,1009.9
105,°­¸ª,2019-06-25,1011.2
105,°­¸ª,2019-06-26,1006
105,°­¸ª,2019-06-27,998.5
105,°­¸ª,2019-06-28,1000.5
105,°­¸ª,2019-06-29,995.1
105,°­¸ª,2019-06-30,995.7
105,°­¸ª,2019-07-01,1000.4
105,°­¸ª,2019-07-02,1004.1
105,°­¸ª,2019-07-03,1004
105,°­¸ª,2019-07-04,1001.9
105,°­¸ª,2019-07-05,1001.2
105,°­¸ª,2019-07-06,1004.8
105,°­¸ª,2019-07-07,1007.8
105,°­¸ª,2019-07-08,1006.9
105,°­¸ª,2019-07-09,1006.6
105,°­¸ª,2019-07-10,1007.3
105,°­¸ª,2019-07-11,1002.4
105,°­¸ª,2019-07-12,1001.8
105,°­¸ª,2019-07-13,998.6
105,°­¸ª,2019-07-14,1001.3
105,°­¸ª,2019-07-15,1005.6
105,°­¸ª,2019-07-16,1009.3
105,°­¸ª,2019-07-17,1008.7
105,°­¸ª,2019-07-18,1005.4
105,°­¸ª,2019-07-19,1005.1
105,°­¸ª,2019-07-20,1002.1
105,°­¸ª,2019-07-21,996.7
105,°­¸ª,2019-07-22,999.8
105,°­¸ª,2019-07-23,1000.1
105,°­¸ª,2019-07-24,1000.1
105,°­¸ª,2019-07-25,1000.4
105,°­¸ª,2019-07-26,1000.3
105,°­¸ª,2019-07-27,1002.7
105,°­¸ª,2019-07-28,1004.2
105,°­¸ª,2019-07-29,1004.8
105,°­¸ª,2019-07-30,1002.6
105,°­¸ª,2019-07-31,1004.2
105,°­¸ª,2019-08-01,1006.8
105,°­¸ª,2019-08-02,1008.2
105,°­¸ª,2019-08-03,1008.8
105,°­¸ª,2019-08-04,1008
105,°­¸ª,2019-08-05,1007.9
105,°­¸ª,2019-08-06,1006.6
105,°­¸ª,2019-08-07,1000.3
105,°­¸ª,2019-08-08,1004.1
105,°­¸ª,2019-08-09,1004.1
105,°­¸ª,2019-08-10,1005.7
105,°­¸ª,2019-08-11,1003.4
105,°­¸ª,2019-08-12,998.9
105,°­¸ª,2019-08-13,1002.1
105,°­¸ª,2019-08-14,1000.1
105,°­¸ª,2019-08-15,990.4
105,°­¸ª,2019-08-16,990.5
105,°­¸ª,2019-08-17,997.2
105,°­¸ª,2019-08-18,1003.2
105,°­¸ª,2019-08-19,1007.9
105,°­¸ª,2019-08-20,1009.1
105,°­¸ª,2019-08-21,1005.5
105,°­¸ª,2019-08-22,1002.4
105,°­¸ª,2019-08-23,1003.9
105,°­¸ª,2019-08-24,1006.7
105,°­¸ª,2019-08-25,1009.6
105,°­¸ª,2019-08-26,1009.3
105,°­¸ª,2019-08-27,1004.9
105,°­¸ª,2019-08-28,1002.8
105,°­¸ª,2019-08-29,1002.1
105,°­¸ª,2019-08-30,1003.8
105,°­¸ª,2019-08-31,1009.2
105,°­¸ª,2019-09-01,1013.7
105,°­¸ª,2019-09-02,1013.8
105,°­¸ª,2019-09-03,1014.3
105,°­¸ª,2019-09-04,1011.8
105,°­¸ª,2019-09-05,1010
105,°­¸ª,2019-09-06,1008.2
105,°­¸ª,2019-09-07,998.1
105,°­¸ª,2019-09-08,1003.5
105,°­¸ª,2019-09-09,1007.2
105,°­¸ª,2019-09-10,1011.2
105,°­¸ª,2019-09-11,1015.1
105,°­¸ª,2019-09-12,1016.6
105,°­¸ª,2019-09-13,1012.6
105,°­¸ª,2019-09-14,1007.8
105,°­¸ª,2019-09-15,1009.9
105,°­¸ª,2019-09-16,1010
105,°­¸ª,2019-09-17,1013.1
105,°­¸ª,2019-09-18,1013.1
105,°­¸ª,2019-09-19,1015.3
105,°­¸ª,2019-09-20,1016
105,°­¸ª,2019-09-21,1018.2
105,°­¸ª,2019-09-22,1015.3
105,°­¸ª,2019-09-23,1012
105,°­¸ª,2019-09-24,1014.7
105,°­¸ª,2019-09-25,1019.5
105,°­¸ª,2019-09-26,1021.5
105,°­¸ª,2019-09-27,1020.4
105,°­¸ª,2019-09-28,1015.3
105,°­¸ª,2019-09-29,1012.3
105,°­¸ª,2019-09-30,1013.9
105,°­¸ª,2019-10-01,1016
105,°­¸ª,2019-10-02,1011.9
105,°­¸ª,2019-10-03,1002.2
105,°­¸ª,2019-10-04,1010.2
105,°­¸ª,2019-10-05,1015.2
105,°­¸ª,2019-10-06,1022.2
105,°­¸ª,2019-10-07,1014.4
105,°­¸ª,2019-10-08,1012.2
105,°­¸ª,2019-10-09,1014.3
105,°­¸ª,2019-10-10,1011.5
105,°­¸ª,2019-10-11,1013.5
105,°­¸ª,2019-10-12,1017.3
105,°­¸ª,2019-10-13,1021
105,°­¸ª,2019-10-14,1021.5
105,°­¸ª,2019-10-15,1026.7
105,°­¸ª,2019-10-16,1022.1
105,°­¸ª,2019-10-17,1022.4
105,°­¸ª,2019-10-18,1020.9
105,°­¸ª,2019-10-19,1017.8
105,°­¸ª,2019-10-20,1017.9
105,°­¸ª,2019-10-21,1016.2
105,°­¸ª,2019-10-22,1016
105,°­¸ª,2019-10-23,1017.6
105,°­¸ª,2019-10-24,1018.2
105,°­¸ª,2019-10-25,1014
105,°­¸ª,2019-10-26,1012.4
105,°­¸ª,2019-10-27,1014.3
105,°­¸ª,2019-10-28,1011.4
105,°­¸ª,2019-10-29,1010.3
105,°­¸ª,2019-10-30,1015.5
105,°­¸ª,2019-10-31,1014.2
105,°­¸ª,2019-11-01,1017.9
105,°­¸ª,2019-11-02,1015.7
105,°­¸ª,2019-11-03,1018.4
105,°­¸ª,2019-11-04,1019.4
105,°­¸ª,2019-11-05,1013.7
105,°­¸ª,2019-11-06,1012.1
105,°­¸ª,2019-11-07,1012.7
105,°­¸ª,2019-11-08,1016.1
105,°­¸ª,2019-11-09,1017.4
105,°­¸ª,2019-11-10,1008
105,°­¸ª,2019-11-11,1005.1
105,°­¸ª,2019-11-12,1016.7
105,°­¸ª,2019-11-13,1010.8
105,°­¸ª,2019-11-14,1017.6
105,°­¸ª,2019-11-15,1014.2
105,°­¸ª,2019-11-16,1016.5
105,°­¸ª,2019-11-17,1015.7
105,°­¸ª,2019-11-18,1009.8
105,°­¸ª,2019-11-19,1018.6
105,°­¸ª,2019-11-20,1025.7
105,°­¸ª,2019-11-21,1028.1
105,°­¸ª,2019-11-22,1025.2
105,°­¸ª,2019-11-23,1020.6
105,°­¸ª,2019-11-24,1014
105,°­¸ª,2019-11-25,1026.3
105,°­¸ª,2019-11-26,1025.7
105,°­¸ª,2019-11-27,1023.1
105,°­¸ª,2019-11-28,1027.4
105,°­¸ª,2019-11-29,1027.2
105,°­¸ª,2019-11-30,1024.1
105,°­¸ª,2019-12-01,1016.9
105,°­¸ª,2019-12-02,1014.3
105,°­¸ª,2019-12-03,1019.7
105,°­¸ª,2019-12-04,1023.6
105,°­¸ª,2019-12-05,1028.5
105,°­¸ª,2019-12-06,1028.2
105,°­¸ª,2019-12-07,1023.1
105,°­¸ª,2019-12-08,1022.3
105,°­¸ª,2019-12-09,1018.4
105,°­¸ª,2019-12-10,1014.9
105,°­¸ª,2019-12-11,1010.3
105,°­¸ª,2019-12-12,1022.2
105,°­¸ª,2019-12-13,1021.3
105,°­¸ª,2019-12-14,1023.1
105,°­¸ª,2019-12-15,1025.8
105,°­¸ª,2019-12-16,1018.7
105,°­¸ª,2019-12-17,1009.5
105,°­¸ª,2019-12-18,1017.9
105,°­¸ª,2019-12-19,1018.6
105,°­¸ª,2019-12-20,1023.3
105,°­¸ª,2019-12-21,1022.2
105,°­¸ª,2019-12-22,1017.2
105,°­¸ª,2019-12-23,1016.9
105,°­¸ª,2019-12-24,1022.9
105,°­¸ª,2019-12-25,1018.6
105,°­¸ª,2019-12-26,1010.9
105,°­¸ª,2019-12-27,1018.2
105,°­¸ª,2019-12-28,1024.4
105,°­¸ª,2019-12-29,1022.6
105,°­¸ª,2020-01-03,1019.1
105,°­¸ª,2020-01-04,1019.5
105,°­¸ª,2020-01-05,1026.4
105,°­¸ª,2020-01-06,1023.2
105,°­¸ª,2020-01-07,1010
105,°­¸ª,2020-01-10,1017.1
105,°­¸ª,2020-01-11,1014
105,°­¸ª,2020-01-12,1011.1
105,°­¸ª,2020-01-13,1015.5
105,°­¸ª,2020-01-14,1020.3
105,°­¸ª,2020-01-15,1022.1
105,°­¸ª,2020-01-16,1021.2
105,°­¸ª,2020-01-17,1018.5
105,°­¸ª,2020-01-18,1016.1
105,°­¸ª,2020-01-19,1012.7
105,°­¸ª,2020-01-20,1016.1
105,°­¸ª,2020-01-21,1024.6
105,°­¸ª,2020-01-22,1020.9
105,°­¸ª,2020-01-23,1019.4
105,°­¸ª,2020-01-24,1027.4
105,°­¸ª,2020-01-25,1026.5
105,°­¸ª,2020-01-26,1026.6
105,°­¸ª,2020-01-27,1020.7
105,°­¸ª,2020-01-28,1016.6
105,°­¸ª,2020-01-29,1013.6
105,°­¸ª,2020-01-30,1013
105,°­¸ª,2020-01-31,1015.9
105,°­¸ª,2020-02-01,1018.5
105,°­¸ª,2020-02-02,1019.7
105,°­¸ª,2020-02-03,1020.5
105,°­¸ª,2020-02-04,1020.2
105,°­¸ª,2020-02-05,1024.2
105,°­¸ª,2020-02-06,1029.2
105,°­¸ª,2020-02-07,1021.6
105,°­¸ª,2020-02-08,1021.5
105,°­¸ª,2020-02-09,1018.9
105,°­¸ª,2020-02-10,1019.1
105,°­¸ª,2020-02-11,1022.6
105,°­¸ª,2020-02-12,1013.4
105,°­¸ª,2020-02-13,1012.6
105,°­¸ª,2020-02-14,1017.3
105,°­¸ª,2020-02-15,1016
105,°­¸ª,2020-02-16,1005.4
105,°­¸ª,2020-02-17,1009.2
105,°­¸ª,2020-02-18,1019.4
105,°­¸ª,2020-02-19,1024.4
105,°­¸ª,2020-02-20,1029
105,°­¸ª,2020-02-21,1025.1
105,°­¸ª,2020-02-22,1016.8
105,°­¸ª,2020-02-23,1021.8
105,°­¸ª,2020-02-24,1018.3
105,°­¸ª,2020-02-25,1017.5
105,°­¸ª,2020-02-26,1021.9
105,°­¸ª,2020-02-27,1025.9
105,°­¸ª,2020-02-28,1018.3
105,°­¸ª,2020-02-29,1015
105,°­¸ª,2020-03-01,1014
105,°­¸ª,2020-03-02,1018.5
105,°­¸ª,2020-03-03,1020.3
105,°­¸ª,2020-03-04,1014.4
105,°­¸ª,2020-03-05,1019.1
105,°­¸ª,2020-03-06,1017.7
105,°­¸ª,2020-03-07,1015.2
105,°­¸ª,2020-03-08,1015.6
105,°­¸ª,2020-03-09,1011.3
105,°­¸ª,2020-03-10,1003
105,°­¸ª,2020-03-11,1010.7
105,°­¸ª,2020-03-12,1014.8
105,°­¸ª,2020-03-13,1015.5
105,°­¸ª,2020-03-14,1009.5
105,°­¸ª,2020-03-15,1006.3
105,°­¸ª,2020-03-16,1015.8
105,°­¸ª,2020-03-17,1009.6
105,°­¸ª,2020-03-18,1007.8
105,°­¸ª,2020-03-19,997.9
105,°­¸ª,2020-03-20,1006.9
105,°­¸ª,2020-03-21,1006.2
105,°­¸ª,2020-03-22,1010.8
105,°­¸ª,2020-03-23,1013.7
105,°­¸ª,2020-03-24,1017.8
105,°­¸ª,2020-03-25,1016.1
105,°­¸ª,2020-03-26,1011.1
105,°­¸ª,2020-03-27,1010.4
105,°­¸ª,2020-03-28,1018.7
105,°­¸ª,2020-03-29,1019.5
105,°­¸ª,2020-03-30,1016.8
105,°­¸ª,2020-03-31,1013.1
105,°­¸ª,2020-04-01,1011.9
105,°­¸ª,2020-04-02,1015.9
105,°­¸ª,2020-04-03,1013.7
105,°­¸ª,2020-04-04,1014.6
105,°­¸ª,2020-04-05,1017.6
105,°­¸ª,2020-04-06,1014.7
105,°­¸ª,2020-04-07,1009.9
105,°­¸ª,2020-04-08,1013.8
105,°­¸ª,2020-04-09,1019
105,°­¸ª,2020-04-10,1022.1
105,°­¸ª,2020-04-11,1014.8
105,°­¸ª,2020-04-12,1013
105,°­¸ª,2020-04-13,1011
105,°­¸ª,2020-04-14,1009.5
105,°­¸ª,2020-04-15,1011.8
105,°­¸ª,2020-04-16,1017.3
105,°­¸ª,2020-04-17,1010.5
105,°­¸ª,2020-04-18,1013.1
105,°­¸ª,2020-04-19,1013.7
105,°­¸ª,2020-04-20,1005
105,°­¸ª,2020-04-21,1007.3
105,°­¸ª,2020-04-22,1008.8
105,°­¸ª,2020-04-23,1009.5
105,°­¸ª,2020-04-24,1007.4
105,°­¸ª,2020-04-25,1003.6
105,°­¸ª,2020-04-26,1013.5
105,°­¸ª,2020-04-27,1016.1
105,°­¸ª,2020-04-28,1013
105,°­¸ª,2020-04-29,1013.1
105,°­¸ª,2020-04-30,1009.1
105,°­¸ª,2020-05-01,1005.2
105,°­¸ª,2020-05-02,1004.9
105,°­¸ª,2020-05-03,1002
105,°­¸ª,2020-05-04,1005.3
105,°­¸ª,2020-05-05,1008.5
105,°­¸ª,2020-05-06,1013.2
105,°­¸ª,2020-05-07,1016.7
105,°­¸ª,2020-05-08,1012
105,°­¸ª,2020-05-09,1003.7
105,°­¸ª,2020-05-10,999.6
105,°­¸ª,2020-05-11,1000.2
105,°­¸ª,2020-05-12,999
105,°­¸ª,2020-05-13,1008.2
105,°­¸ª,2020-05-14,1010.5
105,°­¸ª,2020-05-15,1007.5
105,°­¸ª,2020-05-16,1004
105,°­¸ª,2020-05-17,1002.6
105,°­¸ª,2020-05-18,1000.1
105,°­¸ª,2020-05-19,996.3
105,°­¸ª,2020-05-20,1009.8
105,°­¸ª,2020-05-21,1013.9
105,°­¸ª,2020-05-22,1012.7
105,°­¸ª,2020-05-23,1008.6
105,°­¸ª,2020-05-24,1004
105,°­¸ª,2020-05-25,1006.3
105,°­¸ª,2020-05-26,1004.3
105,°­¸ª,2020-05-27,1004
105,°­¸ª,2020-05-28,1005.7
105,°­¸ª,2020-05-29,1011.9
105,°­¸ª,2020-05-30,1013.2
105,°­¸ª,2020-05-31,1007.6
105,°­¸ª,2020-06-01,1002.8
105,°­¸ª,2020-06-02,1002.9
105,°­¸ª,2020-06-03,998
105,°­¸ª,2020-06-04,998
105,°­¸ª,2020-06-05,1004.9
105,°­¸ª,2020-06-06,1007.8
105,°­¸ª,2020-06-07,1007.8
105,°­¸ª,2020-06-08,1008.9
105,°­¸ª,2020-06-09,1008.7
105,°­¸ª,2020-06-10,1004.7
105,°­¸ª,2020-06-11,999.8
105,°­¸ª,2020-06-12,1001.3
105,°­¸ª,2020-06-13,1000.4
105,°­¸ª,2020-06-14,997.1
105,°­¸ª,2020-06-15,999.6
105,°­¸ª,2020-06-16,1002.2
105,°­¸ª,2020-06-17,1000.3
105,°­¸ª,2020-06-18,1000.2
105,°­¸ª,2020-06-19,1005.5
105,°­¸ª,2020-06-20,1007.3
105,°­¸ª,2020-06-21,1005
105,°­¸ª,2020-06-22,1004.6
105,°­¸ª,2020-06-23,1007.1
105,°­¸ª,2020-06-24,1003.2
105,°­¸ª,2020-06-25,999.4
105,°­¸ª,2020-06-26,1000.4
105,°­¸ª,2020-06-27,1000.5
105,°­¸ª,2020-06-28,1001.6
105,°­¸ª,2020-06-29,1001.5
105,°­¸ª,2020-06-30,991.4
105,°­¸ª,2020-07-01,1001.5
105,°­¸ª,2020-07-02,1007.5
