瘤痢,瘤痢疙,老矫,钦拌 老炼矫埃(hr)
114,盔林,2022-04-02,11.4
114,盔林,2022-04-03,11.5
114,盔林,2022-04-04,11.5
114,盔林,2022-04-05,9.9
114,盔林,2022-04-06,11.1
114,盔林,2022-04-07,9.3
114,盔林,2022-04-08,11.7
114,盔林,2022-04-09,9.8
114,盔林,2022-04-10,11.5
114,盔林,2022-04-11,10.7
114,盔林,2022-04-12,10.1
114,盔林,2022-04-13,0.0
114,盔林,2022-04-14,0.0
114,盔林,2022-04-15,8.8
114,盔林,2022-04-16,12.2
114,盔林,2022-04-17,11.7
114,盔林,2022-04-18,6.8
114,盔林,2022-04-19,12.2
114,盔林,2022-04-20,12.2
114,盔林,2022-04-21,7.9
114,盔林,2022-04-22,0.5
114,盔林,2022-04-23,8.7
114,盔林,2022-04-24,7.5
114,盔林,2022-04-25,4.2
114,盔林,2022-04-26,3.2
114,盔林,2022-04-27,12.1
114,盔林,2022-04-28,9.7
114,盔林,2022-04-29,2.0
114,盔林,2022-04-30,2.6
114,盔林,2022-05-01,11.0
114,盔林,2022-05-02,10.7
114,盔林,2022-05-03,12.6
114,盔林,2022-05-04,12.4
114,盔林,2022-05-05,12.8
114,盔林,2022-05-06,10.6
114,盔林,2022-05-07,5.8
114,盔林,2022-05-08,0.0
114,盔林,2022-05-09,12.0
114,盔林,2022-05-10,9.3
114,盔林,2022-05-11,9.3
114,盔林,2022-05-12,8.9
114,盔林,2022-05-13,1.1
114,盔林,2022-05-14,11.7
114,盔林,2022-05-15,13.2
114,盔林,2022-05-16,13.1
114,盔林,2022-05-17,12.7
114,盔林,2022-05-18,7.9
114,盔林,2022-05-19,7.1
114,盔林,2022-05-20,9.6
114,盔林,2022-05-21,10.1
114,盔林,2022-05-22,7.2
114,盔林,2022-05-23,10.6
114,盔林,2022-05-24,12.4
114,盔林,2022-05-25,10.8
114,盔林,2022-05-26,10.8
114,盔林,2022-05-27,8.2
114,盔林,2022-05-28,13.2
114,盔林,2022-05-29,13.2
114,盔林,2022-05-30,0.6
114,盔林,2022-05-31,13.0
114,盔林,2022-06-01,13.6
114,盔林,2022-06-02,13.3
114,盔林,2022-06-03,10.8
114,盔林,2022-06-04,8.4
114,盔林,2022-06-05,0.0
114,盔林,2022-06-06,4.9
114,盔林,2022-06-07,4.6
114,盔林,2022-06-08,6.2
114,盔林,2022-06-09,2.1
114,盔林,2022-06-10,8.6
114,盔林,2022-06-11,9.0
114,盔林,2022-06-12,7.3
114,盔林,2022-06-13,9.7
114,盔林,2022-06-14,4.0
114,盔林,2022-06-15,0.5
114,盔林,2022-06-16,3.0
114,盔林,2022-06-17,8.9
114,盔林,2022-06-18,6.1
114,盔林,2022-06-19,0.6
114,盔林,2022-06-20,8.0
114,盔林,2022-06-21,13.0
114,盔林,2022-06-22,9.4
114,盔林,2022-06-23,1.2
114,盔林,2022-06-24,2.7
114,盔林,2022-06-25,9.2
114,盔林,2022-06-26,1.0
114,盔林,2022-06-27,0.5
114,盔林,2022-06-28,1.1
114,盔林,2022-06-29,0.7
114,盔林,2022-06-30,0.1
114,盔林,2022-07-01,11.9
114,盔林,2022-07-02,11.2
114,盔林,2022-07-03,12.1
114,盔林,2022-07-04,8.0
114,盔林,2022-07-05,5.7
114,盔林,2022-07-06,6.3
114,盔林,2022-07-07,5.6
114,盔林,2022-07-08,1.4
114,盔林,2022-07-09,3.7
114,盔林,2022-07-10,8.7
114,盔林,2022-07-11,5.4
114,盔林,2022-07-12,4.7
114,盔林,2022-07-13,0.0
114,盔林,2022-07-14,3.2
114,盔林,2022-07-15,8.1
114,盔林,2022-07-16,5.1
114,盔林,2022-07-17,3.9
114,盔林,2022-07-18,0.8
114,盔林,2022-07-19,5.5
114,盔林,2022-07-20,5.3
114,盔林,2022-07-21,0.0
114,盔林,2022-07-22,2.2
114,盔林,2022-07-23,0.9
114,盔林,2022-07-24,2.2
114,盔林,2022-07-25,9.4
114,盔林,2022-07-26,11.9
114,盔林,2022-07-27,6.7
114,盔林,2022-07-28,12.3
114,盔林,2022-07-29,11.6
114,盔林,2022-07-30,7.4
114,盔林,2022-07-31,0.0
114,盔林,2022-08-01,3.0
114,盔林,2022-08-02,2.6
114,盔林,2022-08-03,1.7
114,盔林,2022-08-04,8.6
114,盔林,2022-08-05,6.6
114,盔林,2022-08-06,6.1
114,盔林,2022-08-07,3.7
114,盔林,2022-08-08,0.0
114,盔林,2022-08-09,0.0
114,盔林,2022-08-10,0.1
114,盔林,2022-08-11,0.0
114,盔林,2022-08-12,9.8
114,盔林,2022-08-13,1.0
114,盔林,2022-08-14,1.7
114,盔林,2022-08-15,0.2
114,盔林,2022-08-16,9.3
114,盔林,2022-08-17,6.3
114,盔林,2022-08-18,5.3
114,盔林,2022-08-19,1.8
114,盔林,2022-08-20,9.0
114,盔林,2022-08-21,9.8
114,盔林,2022-08-22,5.8
114,盔林,2022-08-23,2.3
114,盔林,2022-08-24,0.2
114,盔林,2022-08-25,0.5
114,盔林,2022-08-26,8.0
114,盔林,2022-08-27,11.2
114,盔林,2022-08-28,12.1
114,盔林,2022-08-29,0.0
114,盔林,2022-08-30,0.0
114,盔林,2022-08-31,0.2
114,盔林,2022-09-01,8.4
114,盔林,2022-09-02,10.5
114,盔林,2022-09-03,4.7
114,盔林,2022-09-04,0.0
114,盔林,2022-09-05,0.0
114,盔林,2022-09-06,5.1
114,盔林,2022-09-07,10.1
114,盔林,2022-09-08,11.5
114,盔林,2022-09-09,9.5
114,盔林,2022-09-10,4.9
114,盔林,2022-09-11,1.7
114,盔林,2022-09-12,2.5
114,盔林,2022-09-13,1.0
114,盔林,2022-09-14,1.4
114,盔林,2022-09-15,8.5
114,盔林,2022-09-16,8.1
114,盔林,2022-09-17,8.0
114,盔林,2022-09-18,0.4
114,盔林,2022-09-19,3.9
114,盔林,2022-09-20,8.4
114,盔林,2022-09-21,11.0
114,盔林,2022-09-22,10.1
114,盔林,2022-09-23,8.0
114,盔林,2022-09-24,10.6
114,盔林,2022-09-25,4.3
114,盔林,2022-09-26,7.1
114,盔林,2022-09-27,10.7
114,盔林,2022-09-28,7.1
114,盔林,2022-09-29,8.5
114,盔林,2022-09-30,8.8
114,盔林,2022-10-01,8.8
114,盔林,2022-10-02,0.1
114,盔林,2022-10-03,0.0
114,盔林,2022-10-04,0.0
114,盔林,2022-10-05,3.9
114,盔林,2022-10-06,1.9
114,盔林,2022-10-07,1.5
114,盔林,2022-10-08,10.1
114,盔林,2022-10-09,1.0
114,盔林,2022-10-10,1.5
114,盔林,2022-10-11,7.1
114,盔林,2022-10-12,7.9
114,盔林,2022-10-13,8.0
114,盔林,2022-10-14,5.9
114,盔林,2022-10-15,7.1
114,盔林,2022-10-16,0.2
114,盔林,2022-10-17,9.1
114,盔林,2022-10-18,10.0
114,盔林,2022-10-19,9.9
114,盔林,2022-10-20,9.9
114,盔林,2022-10-21,9.0
114,盔林,2022-10-22,8.1
114,盔林,2022-10-23,6.8
114,盔林,2022-10-24,5.3
114,盔林,2022-10-25,8.2
114,盔林,2022-10-26,7.9
114,盔林,2022-10-27,9.6
114,盔林,2022-10-28,9.6
114,盔林,2022-10-29,9.6
114,盔林,2022-10-30,9.5
114,盔林,2022-10-31,8.7
114,盔林,2022-11-01,7.5
114,盔林,2022-11-02,9.2
114,盔林,2022-11-03,1.1
114,盔林,2022-11-04,9.4
114,盔林,2022-11-05,9.4
114,盔林,2022-11-06,8.6
114,盔林,2022-11-07,7.6
114,盔林,2022-11-08,7.5
114,盔林,2022-11-09,8.4
114,盔林,2022-11-10,7.7
114,盔林,2022-11-11,9.1
114,盔林,2022-11-12,3.2
114,盔林,2022-11-13,0.0
114,盔林,2022-11-14,1.7
114,盔林,2022-11-15,4.8
114,盔林,2022-11-16,4.4
114,盔林,2022-11-17,8.5
114,盔林,2022-11-18,9.0
114,盔林,2022-11-19,8.3
114,盔林,2022-11-20,7.3
114,盔林,2022-11-21,5.3
114,盔林,2022-11-22,2.0
114,盔林,2022-11-23,6.1
114,盔林,2022-11-24,6.8
114,盔林,2022-11-25,8.8
114,盔林,2022-11-26,8.6
114,盔林,2022-11-27,7.6
114,盔林,2022-11-28,2.6
114,盔林,2022-11-29,1.0
114,盔林,2022-11-30,8.8
114,盔林,2022-12-01,8.8
114,盔林,2022-12-02,8.7
114,盔林,2022-12-03,2.3
114,盔林,2022-12-04,1.9
114,盔林,2022-12-05,7.8
114,盔林,2022-12-06,1.6
114,盔林,2022-12-07,4.3
114,盔林,2022-12-08,8.7
114,盔林,2022-12-09,3.9
114,盔林,2022-12-10,3.2
114,盔林,2022-12-11,8.7
114,盔林,2022-12-12,3.5
114,盔林,2022-12-13,0.7
114,盔林,2022-12-14,8.7
114,盔林,2022-12-15,0.6
114,盔林,2022-12-16,8.1
114,盔林,2022-12-17,6.3
114,盔林,2022-12-18,8.7
114,盔林,2022-12-19,7.9
114,盔林,2022-12-20,7.8
114,盔林,2022-12-21,0.0
114,盔林,2022-12-22,7.5
114,盔林,2022-12-23,5.8
114,盔林,2022-12-24,8.7
114,盔林,2022-12-25,8.7
114,盔林,2022-12-26,7.9
114,盔林,2022-12-27,8.7
114,盔林,2022-12-28,6.8
114,盔林,2022-12-29,8.7
114,盔林,2022-12-30,7.8
114,盔林,2022-12-31,0.4
114,盔林,2023-01-01,8.5
114,盔林,2023-01-02,8.6
114,盔林,2023-01-03,8.6
114,盔林,2023-01-04,8.5
114,盔林,2023-01-05,8.3
114,盔林,2023-01-06,8.2
114,盔林,2023-01-07,0.4
114,盔林,2023-01-08,6.7
114,盔林,2023-01-09,6.0
114,盔林,2023-01-10,8.7
114,盔林,2023-01-11,8.7
114,盔林,2023-01-12,8.8
114,盔林,2023-01-13,0.0
114,盔林,2023-01-14,0.0
114,盔林,2023-01-15,0.0
114,盔林,2023-01-16,2.4
114,盔林,2023-01-17,3.4
114,盔林,2023-01-18,7.8
114,盔林,2023-01-19,8.5
114,盔林,2023-01-20,8.1
114,盔林,2023-01-21,9.0
114,盔林,2023-01-22,0.7
114,盔林,2023-01-23,7.3
114,盔林,2023-01-24,8.7
114,盔林,2023-01-25,9.1
114,盔林,2023-01-26,0.0
114,盔林,2023-01-27,7.6
114,盔林,2023-01-28,9.1
114,盔林,2023-01-29,6.3
114,盔林,2023-01-30,9.4
114,盔林,2023-01-31,8.2
114,盔林,2023-02-01,8.2
114,盔林,2023-02-02,7.6
114,盔林,2023-02-03,6.9
114,盔林,2023-02-04,9.4
114,盔林,2023-02-05,7.1
114,盔林,2023-02-06,6.8
114,盔林,2023-02-07,5.1
114,盔林,2023-02-08,8.2
114,盔林,2023-02-09,7.5
114,盔林,2023-02-10,1.1
114,盔林,2023-02-11,4.7
114,盔林,2023-02-12,2.9
114,盔林,2023-02-13,0.6
114,盔林,2023-02-14,5.5
114,盔林,2023-02-15,6.6
114,盔林,2023-02-16,0.5
114,盔林,2023-02-17,7.6
114,盔林,2023-02-18,0.0
114,盔林,2023-02-19,4.5
114,盔林,2023-02-20,9.3
114,盔林,2023-02-21,9.8
114,盔林,2023-02-22,9.8
114,盔林,2023-02-23,9.8
114,盔林,2023-02-24,9.1
114,盔林,2023-02-25,9.9
114,盔林,2023-02-26,10.1
114,盔林,2023-02-27,10.2
114,盔林,2023-02-28,10.2
114,盔林,2023-03-01,1.6
114,盔林,2023-03-02,10.2
114,盔林,2023-03-03,10.1
114,盔林,2023-03-04,6.1
114,盔林,2023-03-05,9.6
114,盔林,2023-03-06,10.2
114,盔林,2023-03-07,9.2
114,盔林,2023-03-08,5.9
114,盔林,2023-03-09,5.8
114,盔林,2023-03-10,9.7
114,盔林,2023-03-11,8.0
114,盔林,2023-03-12,0.1
114,盔林,2023-03-13,9.7
114,盔林,2023-03-14,9.8
114,盔林,2023-03-15,6.7
114,盔林,2023-03-16,7.3
114,盔林,2023-03-17,7.4
114,盔林,2023-03-18,10.7
114,盔林,2023-03-19,10.8
114,盔林,2023-03-20,9.1
114,盔林,2023-03-21,10.8
114,盔林,2023-03-22,10.7
114,盔林,2023-03-23,0.7
114,盔林,2023-03-24,1.7
114,盔林,2023-03-25,6.4
114,盔林,2023-03-26,9.2
114,盔林,2023-03-27,10.8
114,盔林,2023-03-28,8.4
114,盔林,2023-03-29,10.9
114,盔林,2023-03-30,11.1
114,盔林,2023-03-31,11.2
114,盔林,2023-04-01,11.1
114,盔林,2023-04-02,11.4
114,盔林,2023-04-03,11.4
114,盔林,2023-04-04,3.9
114,盔林,2023-04-05,0.0
114,盔林,2023-04-06,0.0
114,盔林,2023-04-07,7.0
114,盔林,2023-04-08,11.3
114,盔林,2023-04-09,11.7
114,盔林,2023-04-10,11.0
114,盔林,2023-04-11,0.8
114,盔林,2023-04-12,11.1
114,盔林,2023-04-13,7.5
114,盔林,2023-04-14,8.0
114,盔林,2023-04-15,0.6
114,盔林,2023-04-16,3.0
114,盔林,2023-04-17,6.9
114,盔林,2023-04-18,0.1
114,盔林,2023-04-19,12.4
114,盔林,2023-04-20,0.5
114,盔林,2023-04-21,7.1
114,盔林,2023-04-22,6.7
114,盔林,2023-04-23,4.0
114,盔林,2023-04-24,7.7
114,盔林,2023-04-25,0.0
114,盔林,2023-04-26,4.2
114,盔林,2023-04-27,9.2
114,盔林,2023-04-28,10.8
114,盔林,2023-04-29,0.0
114,盔林,2023-04-30,10.3
114,盔林,2023-05-01,9.9
114,盔林,2023-05-02,8.3
114,盔林,2023-05-03,10.4
114,盔林,2023-05-04,8.0
114,盔林,2023-05-05,0.0
114,盔林,2023-05-06,0.0
114,盔林,2023-05-07,0.0
114,盔林,2023-05-08,12.8
114,盔林,2023-05-09,12.8
114,盔林,2023-05-10,12.3
114,盔林,2023-05-11,12.7
114,盔林,2023-05-12,7.6
114,盔林,2023-05-13,11.2
114,盔林,2023-05-14,11.5
114,盔林,2023-05-15,12.7
114,盔林,2023-05-16,11.8
114,盔林,2023-05-17,13.0
114,盔林,2023-05-18,0.7
114,盔林,2023-05-19,4.7
114,盔林,2023-05-20,8.7
114,盔林,2023-05-21,6.2
114,盔林,2023-05-22,3.9
114,盔林,2023-05-23,13.3
114,盔林,2023-05-24,7.4
114,盔林,2023-05-25,11.8
114,盔林,2023-05-26,10.6
114,盔林,2023-05-27,0.0
114,盔林,2023-05-28,0.0
114,盔林,2023-05-29,3.4
114,盔林,2023-05-30,2.8
114,盔林,2023-05-31,11.4
114,盔林,2023-06-01,3.2
114,盔林,2023-06-02,10.0
114,盔林,2023-06-03,11.9
114,盔林,2023-06-04,12.8
114,盔林,2023-06-05,12.4
114,盔林,2023-06-06,10.4
114,盔林,2023-06-07,1.1
114,盔林,2023-06-08,5.3
114,盔林,2023-06-09,10.2
114,盔林,2023-06-10,7.7
114,盔林,2023-06-11,6.9
114,盔林,2023-06-12,8.8
114,盔林,2023-06-13,12.7
114,盔林,2023-06-14,11.4
114,盔林,2023-06-15,10.8
114,盔林,2023-06-16,13.1
114,盔林,2023-06-17,11.3
114,盔林,2023-06-18,12.7
114,盔林,2023-06-19,9.9
114,盔林,2023-06-20,0.9
114,盔林,2023-06-21,0.0
114,盔林,2023-06-22,4.5
114,盔林,2023-06-23,9.4
114,盔林,2023-06-24,12.2
114,盔林,2023-06-25,7.1
114,盔林,2023-06-26,0.2
114,盔林,2023-06-27,6.5
114,盔林,2023-06-28,6.1
114,盔林,2023-06-29,0.0
114,盔林,2023-06-30,2.5
114,盔林,2023-07-01,11.9
114,盔林,2023-07-02,5.1
114,盔林,2023-07-03,10.3
114,盔林,2023-07-04,6.1
114,盔林,2023-07-05,6.4
114,盔林,2023-07-06,8.5
114,盔林,2023-07-07,2.7
114,盔林,2023-07-08,4.2
114,盔林,2023-07-09,1.5
114,盔林,2023-07-10,7.0
114,盔林,2023-07-11,0.0
114,盔林,2023-07-12,1.0
114,盔林,2023-07-13,0.0
114,盔林,2023-07-14,0.0
114,盔林,2023-07-15,0.0
114,盔林,2023-07-16,0.3
114,盔林,2023-07-17,0.6
114,盔林,2023-07-18,0.0
114,盔林,2023-07-19,8.4
114,盔林,2023-07-20,7.0
114,盔林,2023-07-21,9.1
114,盔林,2023-07-22,7.3
114,盔林,2023-07-23,0.0
114,盔林,2023-07-24,3.5
114,盔林,2023-07-25,7.6
114,盔林,2023-07-26,5.3
114,盔林,2023-07-27,10.3
114,盔林,2023-07-28,11.1
114,盔林,2023-07-29,8.4
114,盔林,2023-07-30,10.5
114,盔林,2023-07-31,3.6
114,盔林,2023-08-01,8.2
114,盔林,2023-08-02,2.0
114,盔林,2023-08-03,10.8
114,盔林,2023-08-04,6.9
114,盔林,2023-08-05,9.9
114,盔林,2023-08-06,7.1
114,盔林,2023-08-07,8.6
114,盔林,2023-08-08,10.4
114,盔林,2023-08-09,0.3
114,盔林,2023-08-10,0.0
114,盔林,2023-08-11,0.0
114,盔林,2023-08-12,0.3
114,盔林,2023-08-13,1.7
114,盔林,2023-08-14,9.6
114,盔林,2023-08-15,10.7
114,盔林,2023-08-16,9.6
114,盔林,2023-08-17,4.6
114,盔林,2023-08-18,5.2
114,盔林,2023-08-19,6.0
114,盔林,2023-08-20,5.3
114,盔林,2023-08-21,5.5
114,盔林,2023-08-22,5.3
114,盔林,2023-08-23,2.3
114,盔林,2023-08-24,0.0
114,盔林,2023-08-25,6.1
114,盔林,2023-08-26,8.6
114,盔林,2023-08-27,3.0
114,盔林,2023-08-28,0.0
114,盔林,2023-08-29,0.2
114,盔林,2023-08-30,0.0
114,盔林,2023-08-31,4.5
114,盔林,2023-09-01,8.7
114,盔林,2023-09-02,9.8
114,盔林,2023-09-03,3.7
114,盔林,2023-09-04,2.4
114,盔林,2023-09-05,4.9
114,盔林,2023-09-06,9.4
114,盔林,2023-09-07,11.5
114,盔林,2023-09-08,11.5
114,盔林,2023-09-09,11.2
114,盔林,2023-09-10,10.7
114,盔林,2023-09-11,8.9
114,盔林,2023-09-12,8.2
114,盔林,2023-09-13,0.0
114,盔林,2023-09-14,0.0
114,盔林,2023-09-15,0.1
114,盔林,2023-09-16,0.8
114,盔林,2023-09-17,5.0
114,盔林,2023-09-18,7.3
114,盔林,2023-09-19,2.9
114,盔林,2023-09-20,0.0
114,盔林,2023-09-21,1.2
114,盔林,2023-09-22,7.2
114,盔林,2023-09-23,7.8
114,盔林,2023-09-24,8.2
114,盔林,2023-09-25,4.4
114,盔林,2023-09-26,0.0
114,盔林,2023-09-27,0.0
114,盔林,2023-09-28,6.4
114,盔林,2023-09-29,4.6
114,盔林,2023-09-30,3.9
114,盔林,2023-10-01,10.6
114,盔林,2023-10-02,10.3
114,盔林,2023-10-03,3.0
114,盔林,2023-10-04,6.1
114,盔林,2023-10-05,10.6
114,盔林,2023-10-06,8.7
114,盔林,2023-10-07,2.5
114,盔林,2023-10-08,0.3
114,盔林,2023-10-09,2.5
114,盔林,2023-10-10,6.6
114,盔林,2023-10-11,9.7
114,盔林,2023-10-12,10.1
114,盔林,2023-10-13,3.4
114,盔林,2023-10-14,1.3
114,盔林,2023-10-15,4.1
114,盔林,2023-10-16,9.1
114,盔林,2023-10-17,10.0
114,盔林,2023-10-18,8.7
114,盔林,2023-10-19,0.0
114,盔林,2023-10-20,9.8
114,盔林,2023-10-21,7.4
114,盔林,2023-10-22,8.5
114,盔林,2023-10-23,8.2
114,盔林,2023-10-24,5.0
114,盔林,2023-10-25,6.9
114,盔林,2023-10-26,2.3
114,盔林,2023-10-27,2.5
114,盔林,2023-10-28,8.9
114,盔林,2023-10-29,9.5
114,盔林,2023-10-30,9.4
114,盔林,2023-10-31,5.9
114,盔林,2023-11-01,0.0
114,盔林,2023-11-02,8.2
114,盔林,2023-11-03,4.3
114,盔林,2023-11-04,0.1
114,盔林,2023-11-05,1.8
114,盔林,2023-11-06,2.0
114,盔林,2023-11-07,9.2
114,盔林,2023-11-08,9.2
114,盔林,2023-11-09,3.8
114,盔林,2023-11-10,8.5
114,盔林,2023-11-11,6.7
114,盔林,2023-11-12,9.4
114,盔林,2023-11-13,9.2
114,盔林,2023-11-14,9.1
114,盔林,2023-11-15,9.0
114,盔林,2023-11-16,0.0
114,盔林,2023-11-17,4.6
114,盔林,2023-11-18,8.9
114,盔林,2023-11-19,3.6
114,盔林,2023-11-20,9.0
114,盔林,2023-11-21,8.9
114,盔林,2023-11-22,8.5
114,盔林,2023-11-23,7.8
114,盔林,2023-11-24,8.7
114,盔林,2023-11-25,8.9
114,盔林,2023-11-26,3.2
114,盔林,2023-11-27,0.0
114,盔林,2023-11-28,6.0
114,盔林,2023-11-29,4.5
114,盔林,2023-11-30,8.7
114,盔林,2023-12-01,8.7
114,盔林,2023-12-02,2.4
114,盔林,2023-12-03,8.7
114,盔林,2023-12-04,8.7
114,盔林,2023-12-05,7.9
114,盔林,2023-12-06,0.0
114,盔林,2023-12-07,7.2
114,盔林,2023-12-08,7.6
114,盔林,2023-12-09,3.1
114,盔林,2023-12-10,4.6
114,盔林,2023-12-11,0.0
114,盔林,2023-12-12,2.5
114,盔林,2023-12-13,5.9
114,盔林,2023-12-14,0.0
114,盔林,2023-12-15,0.0
114,盔林,2023-12-16,2.5
114,盔林,2023-12-17,8.7
114,盔林,2023-12-18,3.5
114,盔林,2023-12-19,4.0
114,盔林,2023-12-20,6.2
114,盔林,2023-12-21,8.6
114,盔林,2023-12-22,8.7
114,盔林,2023-12-23,8.7
114,盔林,2023-12-24,4.8
114,盔林,2023-12-25,0.2
114,盔林,2023-12-26,4.9
114,盔林,2023-12-27,8.4
114,盔林,2023-12-28,7.5
114,盔林,2023-12-29,8.3
114,盔林,2023-12-30,0.0
114,盔林,2023-12-31,0.0
114,盔林,2024-01-01,2.4
