지점,지점명,일시,평균 지면온도(°C)
106,동해,2020-07-02,29.3
106,동해,2020-07-03,27.3
106,동해,2020-07-04,29.8
106,동해,2020-07-05,31.2
106,동해,2020-07-06,32.3
106,동해,2020-07-07,32.7
106,동해,2020-07-08,30.7
106,동해,2020-07-09,29.1
106,동해,2020-07-10,23.7
106,동해,2020-07-11,23.4
106,동해,2020-07-12,22.8
106,동해,2020-07-13,19.7
106,동해,2020-07-14,19.9
106,동해,2020-07-15,22.5
106,동해,2020-07-16,26.8
106,동해,2020-07-17,29.5
106,동해,2020-07-18,28.4
106,동해,2020-07-19,27.2
106,동해,2020-07-20,26.8
106,동해,2020-07-21,34.8
106,동해,2020-07-22,29.3
106,동해,2020-07-23,23.0
106,동해,2020-07-24,22.8
106,동해,2020-07-25,23.0
106,동해,2020-07-26,25.8
106,동해,2020-07-27,24.2
106,동해,2020-07-28,24.8
106,동해,2020-07-29,25.7
106,동해,2020-07-30,22.5
106,동해,2020-07-31,21.6
106,동해,2020-08-01,21.0
106,동해,2020-08-02,28.9
106,동해,2020-08-03,25.1
106,동해,2020-08-04,27.2
106,동해,2020-08-05,24.8
106,동해,2020-08-06,24.2
106,동해,2020-08-07,25.5
106,동해,2020-08-08,23.5
106,동해,2020-08-09,23.9
106,동해,2020-08-10,26.5
106,동해,2020-08-11,26.1
106,동해,2020-08-12,30.7
106,동해,2020-08-13,35.3
106,동해,2020-08-14,34.4
106,동해,2020-08-15,27.8
106,동해,2020-08-16,33.3
106,동해,2020-08-17,34.5
106,동해,2020-08-18,36.3
106,동해,2020-08-19,36.2
106,동해,2020-08-20,34.8
106,동해,2020-08-21,27.9
106,동해,2020-08-22,26.1
106,동해,2020-08-23,27.1
106,동해,2020-08-24,31.1
106,동해,2020-08-25,34.4
106,동해,2020-08-26,31.5
106,동해,2020-08-27,31.8
106,동해,2020-08-28,35.6
106,동해,2020-08-29,36.5
106,동해,2020-08-30,26.9
106,동해,2020-08-31,26.5
106,동해,2020-09-01,29.7
106,동해,2020-09-02,26.2
106,동해,2020-09-03,27.0
106,동해,2020-09-04,27.1
106,동해,2020-09-05,23.3
106,동해,2020-09-06,21.0
106,동해,2020-09-07,22.3
106,동해,2020-09-08,25.4
106,동해,2020-09-09,23.8
106,동해,2020-09-10,26.7
106,동해,2020-09-11,23.5
106,동해,2020-09-12,20.6
106,동해,2020-09-13,21.4
106,동해,2020-09-14,24.0
106,동해,2020-09-15,25.5
106,동해,2020-09-16,23.8
106,동해,2020-09-17,21.2
106,동해,2020-09-18,23.7
106,동해,2020-09-19,25.9
106,동해,2020-09-20,25.9
106,동해,2020-09-21,24.4
106,동해,2020-09-22,22.5
106,동해,2020-09-23,23.6
106,동해,2020-09-24,22.4
106,동해,2020-09-25,20.8
106,동해,2020-09-26,20.3
106,동해,2020-09-27,22.8
106,동해,2020-09-28,19.7
106,동해,2020-09-29,20.0
106,동해,2020-09-30,19.5
106,동해,2020-10-01,19.4
106,동해,2020-10-02,20.7
106,동해,2020-10-03,19.6
106,동해,2020-10-04,18.7
106,동해,2020-10-05,22.3
106,동해,2020-10-06,19.6
106,동해,2020-10-07,16.9
106,동해,2020-10-08,20.8
106,동해,2020-10-09,21.6
106,동해,2020-10-10,19.0
106,동해,2020-10-11,19.5
106,동해,2020-10-12,21.0
106,동해,2020-10-13,18.5
106,동해,2020-10-14,17.7
106,동해,2020-10-15,17.4
106,동해,2020-10-16,15.2
106,동해,2020-10-17,18.0
106,동해,2020-10-18,17.6
106,동해,2020-10-19,17.9
106,동해,2020-10-20,18.3
106,동해,2020-10-21,14.6
106,동해,2020-10-22,16.2
106,동해,2020-10-23,15.0
106,동해,2020-10-24,14.2
106,동해,2020-10-25,14.5
106,동해,2020-10-26,16.4
106,동해,2020-10-27,16.2
106,동해,2020-10-28,16.8
106,동해,2020-10-29,14.1
106,동해,2020-10-30,14.2
106,동해,2020-10-31,14.6
106,동해,2020-11-01,16.9
106,동해,2020-11-02,14.5
106,동해,2020-11-03,10.8
106,동해,2020-11-04,8.2
106,동해,2020-11-05,11.6
106,동해,2020-11-06,14.6
106,동해,2020-11-07,13.5
106,동해,2020-11-08,10.3
106,동해,2020-11-09,7.7
106,동해,2020-11-10,8.2
106,동해,2020-11-11,9.0
106,동해,2020-11-12,10.2
106,동해,2020-11-13,12.7
106,동해,2020-11-14,12.3
106,동해,2020-11-15,11.4
106,동해,2020-11-16,14.1
106,동해,2020-11-17,15.6
106,동해,2020-11-18,16.9
106,동해,2020-11-19,17.6
106,동해,2020-11-20,8.3
106,동해,2020-11-21,7.8
106,동해,2020-11-22,9.6
106,동해,2020-11-23,5.1
106,동해,2020-11-24,5.5
106,동해,2020-11-25,5.9
106,동해,2020-11-26,6.0
106,동해,2020-11-27,7.4
106,동해,2020-11-28,3.1
106,동해,2020-11-29,2.4
106,동해,2020-11-30,1.1
106,동해,2020-12-01,1.9
106,동해,2020-12-02,3.5
106,동해,2020-12-03,3.1
106,동해,2020-12-04,0.9
106,동해,2020-12-05,2.9
106,동해,2020-12-06,2.8
106,동해,2020-12-07,3.7
106,동해,2020-12-08,0.2
106,동해,2020-12-09,2.0
106,동해,2020-12-10,5.8
106,동해,2020-12-11,4.1
106,동해,2020-12-12,3.2
106,동해,2020-12-13,0.8
106,동해,2020-12-14,-3.4
106,동해,2020-12-15,-4.7
106,동해,2020-12-16,-4.6
106,동해,2020-12-17,-3.1
106,동해,2020-12-18,-0.4
106,동해,2020-12-19,-2.3
106,동해,2020-12-20,-1.8
106,동해,2020-12-21,-0.8
106,동해,2020-12-22,1.0
106,동해,2020-12-23,2.2
106,동해,2020-12-24,3.2
106,동해,2020-12-25,-0.6
106,동해,2020-12-26,0.6
106,동해,2020-12-27,4.1
106,동해,2020-12-28,3.8
106,동해,2020-12-29,3.0
106,동해,2020-12-30,-2.6
106,동해,2020-12-31,-4.6
106,동해,2021-01-01,-3.2
106,동해,2021-01-02,-2.7
106,동해,2021-01-03,-3.0
106,동해,2021-01-04,-1.7
106,동해,2021-01-05,-0.6
106,동해,2021-01-06,-4.8
106,동해,2021-01-07,-6.7
106,동해,2021-01-08,-7.9
106,동해,2021-01-09,-7.0
106,동해,2021-01-10,-5.3
106,동해,2021-01-11,-3.9
106,동해,2021-01-12,-1.2
106,동해,2021-01-13,0.9
106,동해,2021-01-14,0.4
106,동해,2021-01-15,4.2
106,동해,2021-01-16,2.3
106,동해,2021-01-17,-2.7
106,동해,2021-01-18,-2.9
106,동해,2021-01-19,-2.2
106,동해,2021-01-20,-0.5
106,동해,2021-01-21,2.8
106,동해,2021-01-22,6.9
106,동해,2021-01-23,4.0
106,동해,2021-01-24,4.8
106,동해,2021-01-25,3.1
106,동해,2021-01-26,4.3
106,동해,2021-01-27,2.1
106,동해,2021-01-28,-0.1
106,동해,2021-01-29,-2.7
106,동해,2021-01-30,1.4
106,동해,2021-01-31,2.4
106,동해,2021-02-01,8.0
106,동해,2021-02-02,0.8
106,동해,2021-02-03,-0.1
106,동해,2021-02-04,3.0
106,동해,2021-02-05,4.1
106,동해,2021-02-06,5.2
106,동해,2021-02-07,6.5
106,동해,2021-02-08,1.0
106,동해,2021-02-09,2.1
106,동해,2021-02-10,5.1
106,동해,2021-02-11,6.2
106,동해,2021-02-12,7.2
106,동해,2021-02-13,7.3
106,동해,2021-02-14,8.8
106,동해,2021-02-15,7.7
106,동해,2021-02-16,1.2
106,동해,2021-02-17,-0.8
106,동해,2021-02-18,0.4
106,동해,2021-02-19,6.7
106,동해,2021-02-20,10.1
106,동해,2021-02-21,12.3
106,동해,2021-02-22,9.6
106,동해,2021-02-23,7.6
106,동해,2021-02-24,6.5
106,동해,2021-02-25,5.5
106,동해,2021-02-26,10.0
106,동해,2021-02-27,6.1
106,동해,2021-02-28,8.9
106,동해,2021-03-01,4.3
106,동해,2021-03-02,0.4
106,동해,2021-03-03,0.8
106,동해,2021-03-04,1.1
106,동해,2021-03-05,8.2
106,동해,2021-03-06,3.1
106,동해,2021-03-07,6.1
106,동해,2021-03-08,5.1
106,동해,2021-03-09,8.4
106,동해,2021-03-10,8.8
106,동해,2021-03-11,11.3
106,동해,2021-03-12,8.4
106,동해,2021-03-13,9.5
106,동해,2021-03-14,10.6
106,동해,2021-03-15,11.2
106,동해,2021-03-16,14.0
106,동해,2021-03-17,13.1
106,동해,2021-03-18,9.7
106,동해,2021-03-19,11.2
106,동해,2021-03-20,9.7
106,동해,2021-03-21,11.4
106,동해,2021-03-22,11.8
106,동해,2021-03-23,15.0
106,동해,2021-03-24,14.1
106,동해,2021-03-25,15.7
106,동해,2021-03-26,15.8
106,동해,2021-03-27,11.7
106,동해,2021-03-28,16.3
106,동해,2021-03-29,16.5
106,동해,2021-03-30,17.2
106,동해,2021-03-31,16.5
106,동해,2021-04-01,16.7
106,동해,2021-04-02,18.7
106,동해,2021-04-03,12.4
106,동해,2021-04-04,10.5
106,동해,2021-04-05,12.3
106,동해,2021-04-06,13.1
106,동해,2021-04-07,17.1
106,동해,2021-04-08,14.5
106,동해,2021-04-09,13.5
106,동해,2021-04-10,14.6
106,동해,2021-04-11,15.9
106,동해,2021-04-12,14.2
106,동해,2021-04-13,19.5
106,동해,2021-04-14,16.7
106,동해,2021-04-15,16.2
106,동해,2021-04-16,17.0
106,동해,2021-04-17,11.8
106,동해,2021-04-18,15.9
106,동해,2021-04-19,21.7
106,동해,2021-04-20,23.5
106,동해,2021-04-21,22.2
106,동해,2021-04-22,20.1
106,동해,2021-04-23,16.3
106,동해,2021-04-24,17.6
106,동해,2021-04-25,20.0
106,동해,2021-04-26,16.6
106,동해,2021-04-27,19.9
106,동해,2021-04-28,23.0
106,동해,2021-04-29,14.8
106,동해,2021-04-30,13.9
106,동해,2021-05-01,12.1
106,동해,2021-05-02,15.5
106,동해,2021-05-03,18.4
106,동해,2021-05-04,18.0
106,동해,2021-05-05,21.9
106,동해,2021-05-06,20.7
106,동해,2021-05-07,19.4
106,동해,2021-05-08,22.3
106,동해,2021-05-09,23.9
106,동해,2021-05-10,16.5
106,동해,2021-05-11,21.9
106,동해,2021-05-12,20.3
106,동해,2021-05-13,23.8
106,동해,2021-05-14,24.5
106,동해,2021-05-15,18.5
106,동해,2021-05-16,16.0
106,동해,2021-05-17,15.2
106,동해,2021-05-18,19.0
106,동해,2021-05-19,24.3
106,동해,2021-05-20,17.9
106,동해,2021-05-21,16.2
106,동해,2021-05-22,23.9
106,동해,2021-05-23,25.7
106,동해,2021-05-24,23.3
106,동해,2021-05-25,19.5
106,동해,2021-05-26,22.2
106,동해,2021-05-27,21.5
106,동해,2021-05-28,14.4
106,동해,2021-05-29,19.2
106,동해,2021-05-30,23.6
106,동해,2021-05-31,19.2
106,동해,2021-06-01,19.3
106,동해,2021-06-02,25.4
106,동해,2021-06-03,21.2
106,동해,2021-06-04,23.0
106,동해,2021-06-05,25.9
106,동해,2021-06-06,28.1
106,동해,2021-06-07,26.7
106,동해,2021-06-08,27.3
106,동해,2021-06-09,27.5
106,동해,2021-06-10,25.0
106,동해,2021-06-11,26.7
106,동해,2021-06-12,31.3
106,동해,2021-06-13,29.4
106,동해,2021-06-14,25.4
106,동해,2021-06-15,23.2
106,동해,2021-06-16,20.3
106,동해,2021-06-17,21.1
106,동해,2021-06-18,24.4
106,동해,2021-06-19,28.5
106,동해,2021-06-20,27.8
106,동해,2021-06-21,25.1
106,동해,2021-06-22,21.0
106,동해,2021-06-23,22.4
106,동해,2021-06-24,28.2
106,동해,2021-06-25,30.9
106,동해,2021-06-26,24.9
106,동해,2021-06-27,29.6
106,동해,2021-06-28,30.1
106,동해,2021-06-29,32.4
106,동해,2021-06-30,25.3
106,동해,2021-07-01,29.7
106,동해,2021-07-02,26.4
106,동해,2021-07-03,22.9
106,동해,2021-07-04,23.1
106,동해,2021-07-05,25.6
106,동해,2021-07-06,26.9
106,동해,2021-07-07,27.6
106,동해,2021-07-08,31.3
106,동해,2021-07-09,30.7
106,동해,2021-07-10,28.4
106,동해,2021-07-11,33.0
106,동해,2021-07-12,35.7
106,동해,2021-07-13,34.7
106,동해,2021-07-14,34.0
106,동해,2021-07-15,34.3
106,동해,2021-07-16,35.2
106,동해,2021-07-17,31.8
106,동해,2021-07-18,36.3
106,동해,2021-07-19,32.8
106,동해,2021-07-20,36.8
106,동해,2021-07-21,35.9
106,동해,2021-07-22,36.7
106,동해,2021-07-23,34.6
106,동해,2021-07-24,34.9
106,동해,2021-07-25,33.2
106,동해,2021-07-26,36.0
106,동해,2021-07-27,35.0
106,동해,2021-07-28,35.8
106,동해,2021-07-29,35.6
106,동해,2021-07-30,36.4
106,동해,2021-07-31,35.1
106,동해,2021-08-01,31.6
106,동해,2021-08-02,30.3
106,동해,2021-08-03,31.3
106,동해,2021-08-04,33.7
106,동해,2021-08-05,34.4
106,동해,2021-08-06,36.3
106,동해,2021-08-07,31.3
106,동해,2021-08-08,26.5
106,동해,2021-08-09,26.2
106,동해,2021-08-10,27.2
106,동해,2021-08-11,30.2
106,동해,2021-08-12,27.8
106,동해,2021-08-13,27.0
106,동해,2021-08-14,23.5
106,동해,2021-08-15,23.5
106,동해,2021-08-16,25.9
106,동해,2021-08-17,23.0
106,동해,2021-08-18,24.4
106,동해,2021-08-19,22.6
106,동해,2021-08-20,27.9
106,동해,2021-08-21,25.0
106,동해,2021-08-22,25.2
106,동해,2021-08-23,23.3
106,동해,2021-08-24,25.1
106,동해,2021-08-25,24.2
106,동해,2021-08-26,24.8
106,동해,2021-08-27,25.3
106,동해,2021-08-28,25.6
106,동해,2021-08-29,25.8
106,동해,2021-08-30,25.3
106,동해,2021-08-31,21.5
106,동해,2021-09-01,20.9
106,동해,2021-09-02,23.8
106,동해,2021-09-03,26.0
106,동해,2021-09-04,23.7
106,동해,2021-09-05,23.9
106,동해,2021-09-06,25.1
106,동해,2021-09-07,22.2
106,동해,2021-09-08,25.0
106,동해,2021-09-09,27.2
106,동해,2021-09-10,26.1
106,동해,2021-09-11,27.6
106,동해,2021-09-12,26.2
106,동해,2021-09-13,26.0
106,동해,2021-09-14,24.3
106,동해,2021-09-15,26.0
106,동해,2021-09-16,24.2
106,동해,2021-09-17,20.9
106,동해,2021-09-18,22.8
106,동해,2021-09-19,24.2
106,동해,2021-09-20,26.6
106,동해,2021-09-21,23.8
106,동해,2021-09-22,24.8
106,동해,2021-09-23,24.1
106,동해,2021-09-24,20.9
106,동해,2021-09-25,21.6
106,동해,2021-09-26,24.2
106,동해,2021-09-27,22.1
106,동해,2021-09-28,21.6
106,동해,2021-09-29,23.3
106,동해,2021-09-30,23.9
106,동해,2021-10-01,22.7
106,동해,2021-10-02,23.1
106,동해,2021-10-03,23.4
106,동해,2021-10-04,22.1
106,동해,2021-10-05,24.8
106,동해,2021-10-06,18.5
106,동해,2021-10-07,21.4
106,동해,2021-10-08,19.9
106,동해,2021-10-09,20.3
106,동해,2021-10-10,25.6
106,동해,2021-10-11,18.0
106,동해,2021-10-12,17.2
106,동해,2021-10-13,17.9
106,동해,2021-10-14,21.3
106,동해,2021-10-15,18.3
106,동해,2021-10-16,16.2
106,동해,2021-10-17,11.7
106,동해,2021-10-18,12.6
106,동해,2021-10-19,13.7
106,동해,2021-10-20,13.2
106,동해,2021-10-21,12.7
106,동해,2021-10-22,12.9
106,동해,2021-10-23,13.2
106,동해,2021-10-24,12.3
106,동해,2021-10-25,12.6
106,동해,2021-10-26,13.0
106,동해,2021-10-27,14.4
106,동해,2021-10-28,13.0
106,동해,2021-10-29,12.4
106,동해,2021-10-30,13.8
106,동해,2021-10-31,13.7
106,동해,2021-11-01,14.1
106,동해,2021-11-02,13.4
106,동해,2021-11-03,14.8
106,동해,2021-11-04,12.6
106,동해,2021-11-05,12.7
106,동해,2021-11-06,13.8
106,동해,2021-11-07,14.1
106,동해,2021-11-08,11.6
106,동해,2021-11-09,8.5
106,동해,2021-11-10,8.5
106,동해,2021-11-11,7.1
106,동해,2021-11-12,6.2
106,동해,2021-11-13,6.9
106,동해,2021-11-14,9.3
106,동해,2021-11-15,9.6
106,동해,2021-11-16,8.8
106,동해,2021-11-17,7.7
106,동해,2021-11-18,9.8
106,동해,2021-11-19,11.5
106,동해,2021-11-20,10.7
106,동해,2021-11-21,11.4
106,동해,2021-11-22,7.8
106,동해,2021-11-23,2.6
106,동해,2021-11-24,4.8
106,동해,2021-11-25,6.7
106,동해,2021-11-26,4.5
106,동해,2021-11-27,4.1
106,동해,2021-11-28,4.6
106,동해,2021-11-29,6.5
106,동해,2021-11-30,7.7
106,동해,2021-12-01,1.2
106,동해,2021-12-02,1.7
106,동해,2021-12-03,3.8
106,동해,2021-12-04,1.6
106,동해,2021-12-05,3.2
106,동해,2021-12-06,4.8
106,동해,2021-12-07,5.7
106,동해,2021-12-08,6.2
106,동해,2021-12-09,6.0
106,동해,2021-12-10,7.2
106,동해,2021-12-11,7.9
106,동해,2021-12-12,5.6
106,동해,2021-12-13,0.7
106,동해,2021-12-14,2.1
106,동해,2021-12-15,4.6
106,동해,2021-12-16,5.5
106,동해,2021-12-17,2.4
106,동해,2021-12-18,-0.1
106,동해,2021-12-19,2.3
106,동해,2021-12-20,4.3
106,동해,2021-12-21,6.4
106,동해,2021-12-22,5.1
106,동해,2021-12-23,3.4
106,동해,2021-12-24,3.7
106,동해,2021-12-25,1.3
106,동해,2021-12-26,1.2
106,동해,2021-12-27,1.3
106,동해,2021-12-28,1.2
106,동해,2021-12-29,1.5
106,동해,2021-12-30,0.3
106,동해,2021-12-31,-1.7
106,동해,2022-01-01,-1.5
106,동해,2022-01-02,0.2
106,동해,2022-01-03,-0.6
106,동해,2022-01-04,0.4
106,동해,2022-01-05,0.0
106,동해,2022-01-06,1.5
106,동해,2022-01-07,1.7
106,동해,2022-01-08,1.0
106,동해,2022-01-09,2.3
106,동해,2022-01-10,2.9
106,동해,2022-01-11,1.5
106,동해,2022-01-12,-0.3
106,동해,2022-01-13,-1.0
106,동해,2022-01-14,-1.2
106,동해,2022-01-15,0.4
106,동해,2022-01-16,2.4
106,동해,2022-01-17,-0.2
106,동해,2022-01-18,-0.8
106,동해,2022-01-19,-0.8
106,동해,2022-01-20,0.1
106,동해,2022-01-21,0.1
106,동해,2022-01-22,0.1
106,동해,2022-01-23,2.4
106,동해,2022-01-24,2.5
106,동해,2022-01-25,3.1
106,동해,2022-01-26,3.4
106,동해,2022-01-27,2.8
106,동해,2022-01-28,1.8
106,동해,2022-01-29,1.7
106,동해,2022-01-30,1.1
106,동해,2022-01-31,1.0
106,동해,2022-02-01,1.6
106,동해,2022-02-02,0.9
106,동해,2022-02-03,1.3
106,동해,2022-02-04,0.8
106,동해,2022-02-05,-0.3
106,동해,2022-02-06,0.4
106,동해,2022-02-07,0.5
106,동해,2022-02-08,1.7
106,동해,2022-02-09,1.9
106,동해,2022-02-10,3.0
106,동해,2022-02-11,3.4
106,동해,2022-02-12,5.7
106,동해,2022-02-13,5.2
106,동해,2022-02-14,5.3
106,동해,2022-02-15,3.1
106,동해,2022-02-16,0.8
106,동해,2022-02-17,0.3
106,동해,2022-02-18,2.5
106,동해,2022-02-19,3.4
106,동해,2022-02-20,2.0
106,동해,2022-02-21,1.6
106,동해,2022-02-22,1.7
106,동해,2022-02-23,1.1
106,동해,2022-02-24,2.7
106,동해,2022-02-25,6.6
106,동해,2022-02-26,7.8
106,동해,2022-02-27,6.6
106,동해,2022-02-28,6.6
106,동해,2022-03-01,7.5
106,동해,2022-03-02,8.5
106,동해,2022-03-03,8.6
106,동해,2022-03-04,9.8
106,동해,2022-03-05,9.7
106,동해,2022-03-06,6.9
106,동해,2022-03-07,7.1
106,동해,2022-03-08,10.7
106,동해,2022-03-09,11.6
106,동해,2022-03-10,12.5
106,동해,2022-03-11,17.0
106,동해,2022-03-12,16.1
106,동해,2022-03-13,8.4
106,동해,2022-03-14,8.3
106,동해,2022-03-15,10.5
106,동해,2022-03-16,12.4
106,동해,2022-03-17,7.6
106,동해,2022-03-18,5.4
106,동해,2022-03-19,3.8
106,동해,2022-03-20,7.4
106,동해,2022-03-21,9.9
106,동해,2022-03-22,10.1
106,동해,2022-03-23,5.9
106,동해,2022-03-24,10.9
106,동해,2022-03-25,11.6
106,동해,2022-03-26,11.6
106,동해,2022-03-27,12.3
106,동해,2022-03-28,10.7
106,동해,2022-03-29,12.0
106,동해,2022-03-30,12.3
106,동해,2022-03-31,8.6
106,동해,2022-04-01,10.7
106,동해,2022-04-02,11.8
106,동해,2022-04-03,13.3
