¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’ ¡ˆ∏Èø¬µµ(°∆C)
101,√·√µ,2022-04-03,10.8
101,√·√µ,2022-04-04,11.7
101,√·√µ,2022-04-05,11.9
101,√·√µ,2022-04-06,12.7
101,√·√µ,2022-04-07,15.7
101,√·√µ,2022-04-08,14.5
101,√·√µ,2022-04-09,18.0
101,√·√µ,2022-04-10,18.7
101,√·√µ,2022-04-11,20.0
101,√·√µ,2022-04-12,22.1
101,√·√µ,2022-04-13,11.5
101,√·√µ,2022-04-14,11.4
101,√·√µ,2022-04-15,13.3
101,√·√µ,2022-04-16,15.4
101,√·√µ,2022-04-17,16.0
101,√·√µ,2022-04-18,17.7
101,√·√µ,2022-04-19,17.3
101,√·√µ,2022-04-20,18.2
101,√·√µ,2022-04-21,18.3
101,√·√µ,2022-04-22,16.3
101,√·√µ,2022-04-23,19.8
101,√·√µ,2022-04-24,20.7
101,√·√µ,2022-04-25,21.3
101,√·√µ,2022-04-26,25.1
101,√·√µ,2022-04-27,22.4
101,√·√µ,2022-04-28,21.0
101,√·√µ,2022-04-29,16.1
101,√·√µ,2022-04-30,12.4
101,√·√µ,2022-05-01,14.7
101,√·√µ,2022-05-02,14.3
101,√·√µ,2022-05-03,16.6
101,√·√µ,2022-05-04,19.2
101,√·√µ,2022-05-05,21.3
101,√·√µ,2022-05-06,22.4
101,√·√µ,2022-05-07,21.3
101,√·√µ,2022-05-08,15.7
101,√·√µ,2022-05-09,19.8
101,√·√µ,2022-05-10,20.6
101,√·√µ,2022-05-11,24.5
101,√·√µ,2022-05-12,24.9
101,√·√µ,2022-05-13,21.3
101,√·√µ,2022-05-14,19.9
101,√·√µ,2022-05-15,21.3
101,√·√µ,2022-05-16,21.4
101,√·√µ,2022-05-17,23.6
101,√·√µ,2022-05-18,21.1
101,√·√µ,2022-05-19,23.7
101,√·√µ,2022-05-20,23.8
101,√·√µ,2022-05-21,25.3
101,√·√µ,2022-05-22,23.2
101,√·√µ,2022-05-23,26.2
101,√·√µ,2022-05-24,28.0
101,√·√µ,2022-05-25,26.0
101,√·√µ,2022-05-26,21.1
101,√·√µ,2022-05-27,23.4
101,√·√µ,2022-05-28,25.2
101,√·√µ,2022-05-29,26.3
101,√·√µ,2022-05-30,21.9
101,√·√µ,2022-05-31,24.3
101,√·√µ,2022-06-01,25.3
101,√·√µ,2022-06-02,26.2
101,√·√µ,2022-06-03,29.3
101,√·√µ,2022-06-04,27.7
101,√·√µ,2022-06-05,22.5
101,√·√µ,2022-06-06,18.8
101,√·√µ,2022-06-07,19.6
101,√·√µ,2022-06-08,22.8
101,√·√µ,2022-06-09,20.1
101,√·√µ,2022-06-10,21.2
101,√·√µ,2022-06-11,24.3
101,√·√µ,2022-06-12,26.3
101,√·√µ,2022-06-13,22.4
101,√·√µ,2022-06-14,22.9
101,√·√µ,2022-06-15,19.4
101,√·√µ,2022-06-16,22.1
101,√·√µ,2022-06-17,24.3
101,√·√µ,2022-06-18,25.3
101,√·√µ,2022-06-19,26.1
101,√·√µ,2022-06-20,29.8
101,√·√µ,2022-06-21,30.9
101,√·√µ,2022-06-22,30.8
101,√·√µ,2022-06-23,24.8
101,√·√µ,2022-06-24,27.0
101,√·√µ,2022-06-25,27.8
101,√·√µ,2022-06-26,25.8
101,√·√µ,2022-06-27,26.9
101,√·√µ,2022-06-28,25.0
101,√·√µ,2022-06-29,25.3
101,√·√µ,2022-06-30,23.2
101,√·√µ,2022-07-01,28.0
101,√·√µ,2022-07-02,29.4
101,√·√µ,2022-07-03,31.4
101,√·√µ,2022-07-04,31.8
101,√·√µ,2022-07-05,31.5
101,√·√µ,2022-07-06,30.0
101,√·√µ,2022-07-07,29.8
101,√·√µ,2022-07-08,27.9
101,√·√µ,2022-07-09,30.4
101,√·√µ,2022-07-10,31.5
101,√·√µ,2022-07-11,28.6
101,√·√µ,2022-07-12,28.2
101,√·√µ,2022-07-13,25.5
101,√·√µ,2022-07-14,28.2
101,√·√µ,2022-07-15,28.5
101,√·√µ,2022-07-16,26.7
101,√·√µ,2022-07-17,27.6
101,√·√µ,2022-07-18,28.3
101,√·√µ,2022-07-19,29.2
101,√·√µ,2022-07-20,28.9
101,√·√µ,2022-07-21,24.9
101,√·√µ,2022-07-22,26.9
101,√·√µ,2022-07-23,27.3
101,√·√µ,2022-07-24,27.3
101,√·√µ,2022-07-25,29.7
101,√·√µ,2022-07-26,31.6
101,√·√µ,2022-07-27,31.6
101,√·√µ,2022-07-28,32.6
101,√·√µ,2022-07-29,34.9
101,√·√µ,2022-07-30,33.3
101,√·√µ,2022-07-31,28.2
101,√·√µ,2022-08-01,29.4
101,√·√µ,2022-08-02,28.3
101,√·√µ,2022-08-03,27.7
101,√·√µ,2022-08-04,31.2
101,√·√µ,2022-08-05,31.8
101,√·√µ,2022-08-06,30.9
101,√·√µ,2022-08-07,29.4
101,√·√µ,2022-08-08,26.4
101,√·√µ,2022-08-09,25.9
101,√·√µ,2022-08-10,29.1
101,√·√µ,2022-08-11,28.5
101,√·√µ,2022-08-12,30.7
101,√·√µ,2022-08-13,26.0
101,√·√µ,2022-08-14,28.0
101,√·√µ,2022-08-15,26.7
101,√·√µ,2022-08-16,29.7
101,√·√µ,2022-08-17,28.6
101,√·√µ,2022-08-18,28.3
101,√·√µ,2022-08-19,26.2
101,√·√µ,2022-08-20,30.4
101,√·√µ,2022-08-21,30.2
101,√·√µ,2022-08-22,27.8
101,√·√µ,2022-08-23,30.0
101,√·√µ,2022-08-24,26.7
101,√·√µ,2022-08-25,23.5
101,√·√µ,2022-08-26,28.0
101,√·√µ,2022-08-27,27.2
101,√·√µ,2022-08-28,26.6
101,√·√µ,2022-08-29,22.2
101,√·√µ,2022-08-30,20.9
101,√·√µ,2022-08-31,22.1
101,√·√µ,2022-09-01,24.7
101,√·√µ,2022-09-02,25.9
101,√·√µ,2022-09-03,23.9
101,√·√µ,2022-09-04,22.0
101,√·√µ,2022-09-05,20.7
101,√·√µ,2022-09-06,21.2
101,√·√µ,2022-09-07,22.7
101,√·√µ,2022-09-08,24.0
101,√·√µ,2022-09-09,24.8
101,√·√µ,2022-09-10,24.3
101,√·√µ,2022-09-11,24.3
101,√·√µ,2022-09-12,25.6
101,√·√µ,2022-09-13,24.0
101,√·√µ,2022-09-14,25.4
101,√·√µ,2022-09-15,25.8
101,√·√µ,2022-09-16,27.1
101,√·√µ,2022-09-17,28.2
101,√·√µ,2022-09-18,27.2
101,√·√µ,2022-09-19,24.9
101,√·√µ,2022-09-20,22.3
101,√·√µ,2022-09-21,22.1
101,√·√µ,2022-09-22,21.4
101,√·√µ,2022-09-23,19.1
101,√·√µ,2022-09-24,19.5
101,√·√µ,2022-09-25,21.0
101,√·√µ,2022-09-26,20.9
101,√·√µ,2022-09-27,22.0
101,√·√µ,2022-09-28,20.7
101,√·√µ,2022-09-29,22.4
101,√·√µ,2022-09-30,22.0
101,√·√µ,2022-10-01,21.7
101,√·√µ,2022-10-02,18.0
101,√·√µ,2022-10-03,18.5
101,√·√µ,2022-10-04,20.2
101,√·√µ,2022-10-05,17.7
101,√·√µ,2022-10-06,16.4
101,√·√µ,2022-10-07,16.0
101,√·√µ,2022-10-08,17.0
101,√·√µ,2022-10-09,14.3
101,√·√µ,2022-10-10,11.2
101,√·√µ,2022-10-11,13.4
101,√·√µ,2022-10-12,14.6
101,√·√µ,2022-10-13,16.1
101,√·√µ,2022-10-14,16.3
101,√·√µ,2022-10-15,18.3
101,√·√µ,2022-10-16,14.4
101,√·√µ,2022-10-17,14.9
101,√·√µ,2022-10-18,11.1
101,√·√µ,2022-10-19,10.7
101,√·√µ,2022-10-20,11.9
101,√·√µ,2022-10-21,13.3
101,√·√µ,2022-10-22,14.7
101,√·√µ,2022-10-23,12.5
101,√·√µ,2022-10-24,10.0
101,√·√µ,2022-10-25,10.5
101,√·√µ,2022-10-26,10.9
101,√·√µ,2022-10-27,12.2
101,√·√µ,2022-10-28,13.0
101,√·√µ,2022-10-29,13.4
101,√·√µ,2022-10-30,13.2
101,√·√µ,2022-10-31,13.1
101,√·√µ,2022-11-01,12.5
101,√·√µ,2022-11-02,10.8
101,√·√µ,2022-11-03,7.1
101,√·√µ,2022-11-04,5.2
101,√·√µ,2022-11-05,4.8
101,√·√µ,2022-11-06,6.2
101,√·√µ,2022-11-07,8.3
101,√·√µ,2022-11-08,10.1
101,√·√µ,2022-11-09,7.8
101,√·√µ,2022-11-10,10.1
101,√·√µ,2022-11-11,11.0
101,√·√µ,2022-11-12,11.9
101,√·√µ,2022-11-13,13.0
101,√·√µ,2022-11-14,8.9
101,√·√µ,2022-11-15,5.3
101,√·√µ,2022-11-16,8.8
101,√·√µ,2022-11-17,7.4
101,√·√µ,2022-11-18,7.1
101,√·√µ,2022-11-19,7.9
101,√·√µ,2022-11-20,8.9
101,√·√µ,2022-11-21,6.4
101,√·√µ,2022-11-22,7.6
101,√·√µ,2022-11-23,10.2
101,√·√µ,2022-11-24,6.4
101,√·√µ,2022-11-25,7.8
101,√·√µ,2022-11-26,5.3
101,√·√µ,2022-11-27,1.7
101,√·√µ,2022-11-28,4.0
101,√·√µ,2022-11-29,7.9
101,√·√µ,2022-11-30,-0.8
101,√·√µ,2022-12-01,-3.3
101,√·√µ,2022-12-02,-3.0
101,√·√µ,2022-12-03,-0.2
101,√·√µ,2022-12-04,-2.2
101,√·√µ,2022-12-05,-2.2
101,√·√µ,2022-12-06,-2.3
101,√·√µ,2022-12-07,-0.1
101,√·√µ,2022-12-08,-0.6
101,√·√µ,2022-12-09,-0.9
101,√·√µ,2022-12-10,-1.2
101,√·√µ,2022-12-11,-1.3
101,√·√µ,2022-12-12,-1.0
101,√·√µ,2022-12-13,0.0
101,√·√µ,2022-12-14,-5.5
101,√·√µ,2022-12-15,-2.9
101,√·√µ,2022-12-16,-1.4
101,√·√µ,2022-12-17,-2.5
101,√·√µ,2022-12-18,-4.3
101,√·√µ,2022-12-19,-4.2
101,√·√µ,2022-12-20,-4.3
101,√·√µ,2022-12-21,-1.5
101,√·√µ,2022-12-22,-1.9
101,√·√µ,2022-12-23,-3.4
101,√·√µ,2022-12-24,-4.0
101,√·√µ,2022-12-25,-3.5
101,√·√µ,2022-12-26,-3.4
101,√·√µ,2022-12-27,-3.0
101,√·√µ,2022-12-28,-2.8
101,√·√µ,2022-12-29,-3.3
101,√·√µ,2022-12-30,-2.2
101,√·√µ,2022-12-31,-2.9
101,√·√µ,2023-01-01,-1.9
101,√·√µ,2023-01-02,-3.8
101,√·√µ,2023-01-03,-4.6
101,√·√µ,2023-01-04,-4.8
101,√·√µ,2023-01-05,-4.3
101,√·√µ,2023-01-06,-3.4
101,√·√µ,2023-01-07,-0.6
101,√·√µ,2023-01-08,-0.6
101,√·√µ,2023-01-09,-0.2
101,√·√µ,2023-01-10,-1.0
101,√·√µ,2023-01-11,-1.1
101,√·√µ,2023-01-12,-0.5
101,√·√µ,2023-01-13,0.2
101,√·√µ,2023-01-14,1.0
101,√·√µ,2023-01-15,0.0
101,√·√µ,2023-01-16,-0.1
101,√·√µ,2023-01-17,-0.2
101,√·√µ,2023-01-18,-0.7
101,√·√µ,2023-01-19,-1.9
101,√·√µ,2023-01-20,-1.2
101,√·√µ,2023-01-21,-3.5
101,√·√µ,2023-01-22,-2.4
101,√·√µ,2023-01-23,-1.9
101,√·√µ,2023-01-24,-6.6
101,√·√µ,2023-01-25,-8.4
101,√·√µ,2023-01-26,-4.7
101,√·√µ,2023-01-27,-5.0
101,√·√µ,2023-01-28,-6.7
101,√·√µ,2023-01-29,-5.0
101,√·√µ,2023-01-30,-2.8
101,√·√µ,2023-01-31,-3.4
101,√·√µ,2023-02-01,-2.0
101,√·√µ,2023-02-02,-3.0
101,√·√µ,2023-02-03,-2.3
101,√·√µ,2023-02-04,-3.2
101,√·√µ,2023-02-05,-2.6
101,√·√µ,2023-02-06,-1.3
101,√·√µ,2023-02-07,-0.8
101,√·√µ,2023-02-08,-0.1
101,√·√µ,2023-02-09,0.2
101,√·√µ,2023-02-10,0.9
101,√·√µ,2023-02-11,0.2
101,√·√µ,2023-02-12,0.6
101,√·√µ,2023-02-13,3.2
101,√·√µ,2023-02-14,3.1
101,√·√µ,2023-02-15,2.2
101,√·√µ,2023-02-16,0.8
101,√·√µ,2023-02-17,1.0
101,√·√µ,2023-02-18,0.0
101,√·√µ,2023-02-19,3.6
101,√·√µ,2023-02-20,0.7
101,√·√µ,2023-02-21,0.1
101,√·√µ,2023-02-22,0.9
101,√·√µ,2023-02-23,2.6
101,√·√µ,2023-02-24,3.5
101,√·√µ,2023-02-25,1.5
101,√·√µ,2023-02-26,1.6
101,√·√µ,2023-02-27,2.9
101,√·√µ,2023-02-28,3.5
101,√·√µ,2023-03-01,3.3
101,√·√µ,2023-03-02,2.3
101,√·√µ,2023-03-03,2.6
101,√·√µ,2023-03-04,4.5
101,√·√µ,2023-03-05,4.8
101,√·√µ,2023-03-06,4.7
101,√·√µ,2023-03-07,6.4
101,√·√µ,2023-03-08,4.2
101,√·√µ,2023-03-09,8.5
101,√·√µ,2023-03-10,8.6
101,√·√µ,2023-03-11,10.1
101,√·√µ,2023-03-12,4.2
101,√·√µ,2023-03-13,3.3
101,√·√µ,2023-03-14,6.9
101,√·√µ,2023-03-15,7.8
101,√·√µ,2023-03-16,5.4
101,√·√µ,2023-03-17,6.5
101,√·√µ,2023-03-18,7.7
101,√·√µ,2023-03-19,8.1
101,√·√µ,2023-03-20,8.6
101,√·√µ,2023-03-21,11.5
101,√·√µ,2023-03-22,15.5
101,√·√µ,2023-03-23,17.2
101,√·√µ,2023-03-24,13.9
101,√·√µ,2023-03-25,16.7
101,√·√µ,2023-03-26,14.0
101,√·√µ,2023-03-27,10.1
101,√·√µ,2023-03-28,9.8
101,√·√µ,2023-03-29,12.2
101,√·√µ,2023-03-30,12.3
101,√·√µ,2023-03-31,15.2
101,√·√µ,2023-04-01,17.7
101,√·√µ,2023-04-02,18.3
101,√·√µ,2023-04-03,18.0
101,√·√µ,2023-04-04,17.2
101,√·√µ,2023-04-05,13.6
101,√·√µ,2023-04-06,11.4
101,√·√µ,2023-04-07,9.8
101,√·√µ,2023-04-08,9.4
101,√·√µ,2023-04-09,11.7
101,√·√µ,2023-04-10,13.8
101,√·√µ,2023-04-11,10.5
101,√·√µ,2023-04-12,10.5
101,√·√µ,2023-04-13,11.0
101,√·√µ,2023-04-14,14.8
101,√·√µ,2023-04-15,12.3
101,√·√µ,2023-04-16,12.5
101,√·√µ,2023-04-17,10.8
101,√·√µ,2023-04-18,14.3
101,√·√µ,2023-04-19,19.5
101,√·√µ,2023-04-20,18.6
101,√·√µ,2023-04-21,18.7
101,√·√µ,2023-04-22,16.5
101,√·√µ,2023-04-23,16.3
101,√·√µ,2023-04-24,19.3
101,√·√µ,2023-04-25,11.8
101,√·√µ,2023-04-26,13.5
101,√·√µ,2023-04-27,16.0
101,√·√µ,2023-04-28,18.2
101,√·√µ,2023-04-29,15.0
101,√·√µ,2023-04-30,14.9
101,√·√µ,2023-05-01,16.4
101,√·√µ,2023-05-02,16.6
101,√·√µ,2023-05-03,21.0
101,√·√µ,2023-05-04,22.3
101,√·√µ,2023-05-05,18.0
101,√·√µ,2023-05-06,12.9
101,√·√µ,2023-05-07,11.8
101,√·√µ,2023-05-08,16.6
101,√·√µ,2023-05-09,19.6
101,√·√µ,2023-05-10,19.9
101,√·√µ,2023-05-11,22.6
101,√·√µ,2023-05-12,21.4
101,√·√µ,2023-05-13,21.6
101,√·√µ,2023-05-14,23.1
101,√·√µ,2023-05-15,22.4
101,√·√µ,2023-05-16,25.7
101,√·√µ,2023-05-17,25.4
101,√·√µ,2023-05-18,22.0
101,√·√µ,2023-05-19,25.0
101,√·√µ,2023-05-20,24.7
101,√·√µ,2023-05-21,25.6
101,√·√µ,2023-05-22,25.1
101,√·√µ,2023-05-23,25.4
101,√·√µ,2023-05-24,24.5
101,√·√µ,2023-05-25,27.3
101,√·√µ,2023-05-26,26.9
101,√·√µ,2023-05-27,20.8
101,√·√µ,2023-05-28,20.9
101,√·√µ,2023-05-29,25.8
101,√·√µ,2023-05-30,24.7
101,√·√µ,2023-05-31,26.3
101,√·√µ,2023-06-01,24.0
101,√·√µ,2023-06-02,26.0
101,√·√µ,2023-06-03,27.9
101,√·√µ,2023-06-04,27.5
101,√·√µ,2023-06-05,27.5
101,√·√µ,2023-06-06,26.4
101,√·√µ,2023-06-07,29.4
101,√·√µ,2023-06-08,25.2
101,√·√µ,2023-06-09,24.7
101,√·√µ,2023-06-10,24.2
101,√·√µ,2023-06-11,24.2
101,√·√µ,2023-06-12,24.2
101,√·√µ,2023-06-13,24.6
101,√·√µ,2023-06-14,26.1
101,√·√µ,2023-06-15,27.2
101,√·√µ,2023-06-16,29.7
101,√·√µ,2023-06-17,30.6
101,√·√µ,2023-06-18,31.7
101,√·√µ,2023-06-19,32.5
101,√·√µ,2023-06-20,26.2
101,√·√µ,2023-06-21,22.9
101,√·√µ,2023-06-22,25.4
101,√·√µ,2023-06-23,27.2
101,√·√µ,2023-06-24,31.1
101,√·√µ,2023-06-25,35.6
101,√·√µ,2023-06-26,23.8
101,√·√µ,2023-06-27,28.3
101,√·√µ,2023-06-28,30.5
101,√·√µ,2023-06-29,24.8
101,√·√µ,2023-06-30,28.6
101,√·√µ,2023-07-01,31.8
101,√·√µ,2023-07-02,30.8
101,√·√µ,2023-07-03,33.6
101,√·√µ,2023-07-04,30.8
101,√·√µ,2023-07-05,27.4
101,√·√µ,2023-07-06,28.0
101,√·√µ,2023-07-07,29.1
101,√·√µ,2023-07-08,30.5
101,√·√µ,2023-07-09,29.3
101,√·√µ,2023-07-10,28.4
101,√·√µ,2023-07-11,24.7
101,√·√µ,2023-07-12,28.3
101,√·√µ,2023-07-13,26.1
101,√·√µ,2023-07-14,24.7
101,√·√µ,2023-07-15,24.5
101,√·√µ,2023-07-16,26.0
101,√·√µ,2023-07-17,27.1
101,√·√µ,2023-07-18,26.1
101,√·√µ,2023-07-19,31.3
101,√·√µ,2023-07-20,30.1
101,√·√µ,2023-07-21,31.6
101,√·√µ,2023-07-22,33.0
101,√·√µ,2023-07-23,26.3
101,√·√µ,2023-07-24,29.2
101,√·√µ,2023-07-25,31.1
101,√·√µ,2023-07-26,29.0
101,√·√µ,2023-07-27,31.9
101,√·√µ,2023-07-28,32.4
101,√·√µ,2023-07-29,32.4
101,√·√µ,2023-07-30,34.6
101,√·√µ,2023-07-31,33.3
101,√·√µ,2023-08-01,35.6
101,√·√µ,2023-08-02,34.0
101,√·√µ,2023-08-03,36.9
101,√·√µ,2023-08-04,37.2
101,√·√µ,2023-08-05,38.7
101,√·√µ,2023-08-06,38.0
101,√·√µ,2023-08-07,38.2
101,√·√µ,2023-08-08,37.1
101,√·√µ,2023-08-09,30.7
101,√·√µ,2023-08-10,23.2
101,√·√µ,2023-08-11,24.4
101,√·√µ,2023-08-12,26.4
101,√·√µ,2023-08-13,28.4
101,√·√µ,2023-08-14,31.5
101,√·√µ,2023-08-15,33.6
101,√·√µ,2023-08-16,33.3
101,√·√µ,2023-08-17,33.3
101,√·√µ,2023-08-18,35.8
101,√·√µ,2023-08-19,34.4
101,√·√µ,2023-08-20,33.7
101,√·√µ,2023-08-21,35.4
101,√·√µ,2023-08-22,33.5
101,√·√µ,2023-08-23,26.8
101,√·√µ,2023-08-24,24.9
101,√·√µ,2023-08-25,28.7
101,√·√µ,2023-08-26,28.3
101,√·√µ,2023-08-27,26.7
101,√·√µ,2023-08-28,23.4
101,√·√µ,2023-08-29,24.1
101,√·√µ,2023-08-30,24.4
101,√·√µ,2023-08-31,25.8
101,√·√µ,2023-09-01,26.1
101,√·√µ,2023-09-02,25.6
101,√·√µ,2023-09-03,25.7
101,√·√µ,2023-09-04,27.4
101,√·√µ,2023-09-05,29.3
101,√·√µ,2023-09-06,29.6
101,√·√µ,2023-09-07,27.8
101,√·√µ,2023-09-08,27.9
101,√·√µ,2023-09-09,28.6
101,√·√µ,2023-09-10,30.7
101,√·√µ,2023-09-11,28.9
101,√·√µ,2023-09-12,28.2
101,√·√µ,2023-09-13,22.9
101,√·√µ,2023-09-14,24.1
101,√·√µ,2023-09-15,22.8
101,√·√µ,2023-09-16,24.4
101,√·√µ,2023-09-17,26.1
101,√·√µ,2023-09-18,26.2
101,√·√µ,2023-09-19,24.3
101,√·√µ,2023-09-20,22.8
101,√·√µ,2023-09-21,21.0
101,√·√µ,2023-09-22,20.9
101,√·√µ,2023-09-23,21.3
101,√·√µ,2023-09-24,20.8
101,√·√µ,2023-09-25,22.9
101,√·√µ,2023-09-26,21.9
101,√·√µ,2023-09-27,23.1
101,√·√µ,2023-09-28,23.7
101,√·√µ,2023-09-29,21.7
101,√·√µ,2023-09-30,20.3
101,√·√µ,2023-10-01,19.7
101,√·√µ,2023-10-02,17.3
101,√·√µ,2023-10-03,16.7
101,√·√µ,2023-10-04,17.0
101,√·√µ,2023-10-05,15.3
101,√·√µ,2023-10-06,14.5
101,√·√µ,2023-10-07,16.2
101,√·√µ,2023-10-08,16.1
101,√·√µ,2023-10-09,15.9
101,√·√µ,2023-10-10,16.5
101,√·√µ,2023-10-11,15.7
101,√·√µ,2023-10-12,15.4
101,√·√µ,2023-10-13,16.8
101,√·√µ,2023-10-14,15.2
101,√·√µ,2023-10-15,16.0
101,√·√µ,2023-10-16,15.4
101,√·√µ,2023-10-17,12.7
101,√·√µ,2023-10-18,13.1
101,√·√µ,2023-10-19,15.1
101,√·√µ,2023-10-20,13.5
101,√·√µ,2023-10-21,9.6
101,√·√µ,2023-10-22,10.1
101,√·√µ,2023-10-23,12.7
101,√·√µ,2023-10-24,13.6
101,√·√µ,2023-10-25,14.5
101,√·√µ,2023-10-26,13.9
101,√·√µ,2023-10-27,14.1
101,√·√µ,2023-10-28,11.8
101,√·√µ,2023-10-29,11.6
101,√·√µ,2023-10-30,11.5
101,√·√µ,2023-10-31,12.8
101,√·√µ,2023-11-01,14.4
101,√·√µ,2023-11-02,16.5
101,√·√µ,2023-11-03,15.4
101,√·√µ,2023-11-04,16.1
101,√·√µ,2023-11-05,16.2
101,√·√µ,2023-11-06,15.2
101,√·√µ,2023-11-07,8.4
101,√·√µ,2023-11-08,6.8
101,√·√µ,2023-11-09,8.8
101,√·√µ,2023-11-10,7.3
101,√·√µ,2023-11-11,2.7
101,√·√µ,2023-11-12,1.8
101,√·√µ,2023-11-13,1.6
101,√·√µ,2023-11-14,2.1
101,√·√µ,2023-11-15,2.9
101,√·√µ,2023-11-16,4.1
101,√·√µ,2023-11-17,3.7
101,√·√µ,2023-11-18,0.9
101,√·√µ,2023-11-19,1.8
101,√·√µ,2023-11-20,2.3
101,√·√µ,2023-11-21,2.3
101,√·√µ,2023-11-22,3.8
101,√·√µ,2023-11-23,7.5
101,√·√µ,2023-11-24,1.2
101,√·√µ,2023-11-25,-1.0
101,√·√µ,2023-11-26,1.6
101,√·√µ,2023-11-27,3.6
101,√·√µ,2023-11-28,2.1
101,√·√µ,2023-11-29,-0.6
101,√·√µ,2023-11-30,-1.9
101,√·√µ,2023-12-01,-2.7
101,√·√µ,2023-12-02,-1.7
101,√·√µ,2023-12-03,-1.2
101,√·√µ,2023-12-04,-1.5
101,√·√µ,2023-12-05,-0.1
101,√·√µ,2023-12-06,-0.2
101,√·√µ,2023-12-07,1.3
101,√·√µ,2023-12-08,4.3
101,√·√µ,2023-12-09,9.7
101,√·√µ,2023-12-10,7.9
101,√·√µ,2023-12-11,7.2
101,√·√µ,2023-12-12,4.5
101,√·√µ,2023-12-13,4.0
101,√·√µ,2023-12-14,5.6
101,√·√µ,2023-12-15,4.3
101,√·√µ,2023-12-16,1.4
101,√·√µ,2023-12-17,-3.7
101,√·√µ,2023-12-18,-4.5
101,√·√µ,2023-12-19,-2.9
101,√·√µ,2023-12-20,-2.9
101,√·√µ,2023-12-21,-6.6
101,√·√µ,2023-12-22,-7.2
101,√·√µ,2023-12-23,-6.7
101,√·√µ,2023-12-24,-4.6
101,√·√µ,2023-12-25,-2.0
101,√·√µ,2023-12-26,-1.5
101,√·√µ,2023-12-27,-2.0
101,√·√µ,2023-12-28,-1.7
101,√·√µ,2023-12-29,-2.9
101,√·√µ,2023-12-30,-2.1
101,√·√µ,2023-12-31,-0.1
101,√·√µ,2024-01-01,0.0
